customer_id,region,device,membership_level,gender,campaign_source,premium_flag,monthly_spend_equal,monthly_spend_unequal,session_duration_equal,session_duration_unequal,satisfaction_equal,satisfaction_unequal,loyalty_index,high_refund_flag,chargeback_flag,high_loyalty_flag
26,APAC,mobile,free,female,ads,0,42.445597626026604,44.167428245719286,10.061906036139405,5.778210225494552,69.07278215354755,58.39919077526672,45.5672503405404,0,0.0,0
27,NA,mobile,free,female,email,0,45.082148097561515,42.65047185682392,14.08808043463592,13.890197764440506,65.5340168523546,,,0,0.0,0
28,NA,mobile,,male,organic,0,45.04707864775395,20.086107781681857,11.03814351818842,0.34533331665931755,47.89530208993067,59.24749689673038,39.74275621803171,0,0.0,0
29,EU,mobile,free,female,organic,0,31.193509902587017,,8.679445285370656,14.59370858021237,51.93660225649484,66.36266396231855,48.819641859861996,0,0.0,0
30,EU,mobile,,female,email,0,40.8055724485004,36.55511701587756,6.835978223745392,9.381099169033128,57.50560280231209,,42.15617872795077,0,0.0,0
31,APAC,desktop,standard,male,organic,0,63.002608874980666,82.89436849071194,15.13283813546983,11.415167079020604,82.8025022829224,82.40435083009007,,0,0.0,0
32,EU,desktop,premium,male,organic,1,97.56055625609712,139.18512230500983,8.049542925633537,10.602841785001427,96.82040064399281,76.26028388181666,,0,0.0,1
33,EU,desktop,standard,male,ads,0,84.16175370966408,75.88102991605513,11.218594025767866,13.512273494855094,71.88049799965918,,68.82109964562002,0,,1
34,EU,desktop,standard,female,organic,0,63.0437428810419,84.57350064408686,10.24471475573889,13.954625625809799,89.55694297347134,,71.76816853368484,0,0.0,1
35,NA,mobile,free,female,email,0,51.82467373901997,,,4.441754706504113,63.55065858945853,,46.14114141562974,0,0.0,0
36,EU,desktop,premium,female,email,1,116.29744978117171,98.84045946209169,11.913192997367444,13.270547678476321,86.83792538385987,,82.52173975119418,0,,1
37,EU,mobile,standard,male,email,0,76.12778820627048,73.00556372261396,6.937901879432777,14.373091169502324,77.85712934743971,,61.35497866849237,0,0.0,0
38,,mobile,standard,female,email,0,76.4792327189524,56.2064499313255,7.29838045590218,6.450216926498693,73.05377255944282,69.91702914160706,59.21526549594833,0,,0
39,NA,mobile,free,male,ads,0,28.503421874496603,,10.826741636338237,4.513470793019447,67.36052222613095,71.96527898584482,40.707007527394055,0,0.0,0
40,EU,mobile,standard,female,ads,0,89.76742772738936,60.428033852982566,13.161395504783988,2.3105063739976783,72.81878704237552,80.78005437468072,,1,0.0,1
41,APAC,mobile,standard,female,organic,0,79.33045082847471,61.85926697688696,5.918206659471531,12.908722742673982,87.8558072200765,,70.51513436524166,0,,1
42,NA,desktop,premium,male,email,1,116.41850260330875,,9.964373498573408,12.284692141319743,80.84656112826018,69.13697076668703,81.02377032706107,0,0.0,1
43,NA,tablet,premium,male,email,1,105.85596472024434,161.52672960071845,11.954771949637067,1.9444929092629852,92.47044895589099,105.87499244203991,73.07500002909578,0,0.0,1
44,NA,mobile,premium,male,organic,1,119.62738971515823,81.13101581302496,9.941752527686948,5.313691617023618,86.49522443980929,94.84668187363319,73.74571240771094,1,1.0,1
45,NA,desktop,,female,ads,1,102.8811642172407,110.99046018730449,14.816731158567974,10.861060146285956,70.77517380250605,95.17345537318053,67.95026680772766,0,0.0,1
46,NA,tablet,premium,male,organic,1,118.54493253834794,105.85592354002763,9.146107213472089,14.175855525548066,72.95140075399213,82.73352032653904,79.05202603120551,0,0.0,1
47,EU,mobile,,male,email,1,112.22046653722977,93.53003607255847,11.37184255034743,11.637615941250438,94.39998326939174,82.33603640742372,,0,0.0,1
48,EU,desktop,free,male,organic,0,27.661403831589233,34.06752412823259,12.351432281333942,10.10728057015941,62.743140582194386,,44.966533348159345,0,0.0,0
49,APAC,desktop,standard,male,organic,0,81.50139754359256,80.17718151488872,12.112028377129189,11.792634478091799,90.17902207786666,88.02658729580592,65.00333824587102,0,0.0,1
50,NA,mobile,,female,ads,0,64.74900644552216,82.654480652894,10.928598763766772,14.738050300740792,91.01374710249746,,63.12404880749524,0,0.0,0
51,NA,desktop,free,male,ads,0,38.257164683321534,32.82890316218623,11.299857709967775,10.723300960152525,49.39173992710229,,,0,,0
52,APAC,desktop,standard,male,organic,0,61.918067176418106,,11.842137364945375,10.399195613352653,89.83693741284155,71.20845971665558,,0,0.0,0
53,NA,mobile,standard,female,ads,0,53.029325473818936,62.48096050774239,5.645517742882173,15.304983115515693,77.93170141198216,89.48877161292468,48.09037312071441,0,0.0,0
54,EU,tablet,standard,female,organic,0,64.77107110001594,,9.398807404454033,3.363032499270453,69.83487743116363,72.05903642481928,53.02509706752764,0,0.0,0
55,NA,mobile,standard,female,ads,0,61.01351350802642,,10.094903333913459,4.418749027663011,71.35661533429244,76.30727552743765,50.44625846936206,0,0.0,0
56,EU,mobile,standard,male,organic,0,60.63900770918552,84.98151495040891,7.611804178643309,6.947104899418749,82.32606949748941,73.53936219174776,62.59220410717616,0,0.0,0
57,APAC,tablet,standard,female,ads,0,22.669142958665198,47.51777065550129,12.799360271476187,8.095278819037958,59.122674501642436,87.58110215546299,42.570272808264946,0,0.0,0
58,EU,desktop,free,female,ads,0,45.28557450051161,45.50542548295673,12.640093027077349,13.816586871091177,58.16904047005899,82.07603094376726,41.46228288163491,0,0.0,0
59,NA,mobile,standard,male,ads,0,72.24031433743555,82.56069493804188,5.04866890985242,9.036235337030618,58.01293342831917,77.29644231440868,53.10338527613127,0,0.0,0
60,EU,mobile,free,male,ads,0,36.15963354315849,45.04141118770709,7.479213223831811,10.910831318167299,57.431591060780995,51.98403646078451,49.050797521948034,0,0.0,0
61,EU,desktop,standard,male,organic,0,61.32810284687626,50.58948843466955,9.654729988720046,7.66609248119768,74.25689475466356,78.86116614247285,53.432111937561466,0,,0
62,EU,tablet,,male,email,0,77.33346716665599,59.577138263068925,13.336771442321465,20.887138468535426,88.64143064875921,,,0,,1
63,EU,mobile,standard,male,ads,0,61.36016976299692,78.88813942494652,14.767090085400751,3.0400744761549827,63.19659711833964,87.7993471604077,41.08018803192367,0,0.0,0
64,NA,mobile,free,female,organic,0,29.834049855696136,,11.26113730921899,6.636078258664736,65.38051606832163,58.98659878020833,33.92587919420008,0,0.0,0
65,APAC,desktop,free,female,organic,0,22.266639246446662,23.92695664131787,14.083200241226246,12.477758760430078,59.39287332224603,,,0,0.0,0
66,EU,mobile,free,female,organic,0,54.099205569724305,,11.989906099009662,8.048920973080753,69.60335711204974,59.67414591843518,50.226102222318346,0,0.0,0
67,NA,mobile,premium,female,email,1,105.35551450822679,137.4833355555572,7.9897453351597045,1.0810676514542799,82.8864244579183,,,0,0.0,1
68,APAC,tablet,standard,female,organic,0,78.13036163726346,76.36960200317006,12.586695947283072,9.116907511422228,77.75331580864477,,,0,0.0,0
69,,mobile,standard,female,organic,0,73.5841977803685,77.36459296543833,7.37127104287864,5.705532712282464,74.25302227027771,71.46236466652707,,0,0.0,1
70,NA,desktop,premium,male,organic,1,96.18078380252769,100.65099456501508,6.849750058547496,13.126742881633389,94.79577002543938,82.34949198807563,,0,0.0,1
71,EU,mobile,premium,female,ads,1,111.30370750579097,139.31482525215762,5.832839755984888,13.849996427341331,93.76976765204085,81.04889343481862,76.15512628029629,0,0.0,1
72,NA,desktop,premium,female,organic,1,111.76909132956209,101.78171787592997,11.711828074974632,13.663270090005941,99.72488195835308,79.04276575529965,,0,,1
73,EU,mobile,free,female,email,0,50.20159139567859,35.796729728728586,7.891645817987542,9.37995740732313,60.73626207342335,62.60573923466069,56.37907441382816,0,0.0,0
74,EU,mobile,standard,male,email,0,68.38445130260259,95.26372961565555,9.25977451745597,18.22466180944786,86.46602156294782,,,0,,1
75,NA,desktop,free,female,ads,0,41.00724380002511,,8.571597413793183,11.492500818737179,64.11493455079565,,35.99676893750098,0,0.0,0
76,EU,desktop,,female,organic,0,65.60596323673728,67.7777458999684,9.80964800137592,9.675475846912176,72.43644477912378,79.57077414838373,,0,0.0,0
77,NA,mobile,standard,male,organic,0,71.15433489733188,67.24227672969057,10.017724827245104,16.76844566760497,88.70464142559543,,58.19477215090547,0,0.0,0
78,NA,desktop,standard,female,organic,0,70.68572933997133,60.39165894480071,12.848679071456628,14.817563698218772,82.71742596542269,64.05217589213443,66.74576881889045,0,0.0,1
79,APAC,desktop,premium,male,ads,1,106.85650507920349,103.58794292398588,14.46762997488514,14.001774172311707,89.16930303825278,98.25691984658278,77.00995214808096,0,0.0,1
80,,mobile,,male,organic,0,81.01529396984506,91.88599766812644,8.01139438977435,4.322807269536145,81.62871943816937,,65.22196052274053,0,0.0,1
81,NA,desktop,premium,male,email,1,103.3003561251519,120.55531052726295,,14.180660483451645,86.11767223491907,,72.53442021348845,0,0.0,1
82,APAC,desktop,,male,ads,0,65.7662489743982,30.437331945922175,12.180101024986849,11.689963981987006,56.662109737428054,39.378238626398655,48.75154987868719,0,0.0,0
83,EU,mobile,premium,female,ads,1,111.1155572864609,43.7546928920264,11.192681279244093,11.523713912320375,78.15352336760776,90.13541501667966,62.28218427788803,0,0.0,0
84,APAC,desktop,free,male,email,0,24.80118733142484,55.652237661398786,12.505922520596165,10.0716513226613,75.91570875798215,,,0,0.0,0
85,NA,mobile,premium,male,organic,1,101.39696646413195,,6.557390613251004,11.371468766918893,83.71594800882211,82.83605167618121,,0,1.0,0
86,NA,mobile,standard,female,organic,0,74.97124357193684,42.74979174204185,11.685772590002093,8.037634036113698,70.72073030490591,,,0,0.0,0
87,NA,desktop,free,female,ads,0,41.70514643061556,,11.705610367727644,11.130750569615309,64.85995925588928,54.86791642449574,49.64779194599836,1,0.0,0
88,APAC,mobile,free,female,organic,0,38.700368125090975,37.71929717251439,4.125404624889642,16.378577815633545,73.46484290290995,,48.449238369890686,0,0.0,0
89,APAC,mobile,standard,male,email,0,66.07334649595754,79.59729541967604,6.672295975587745,1.7771317830389783,84.48733545449763,74.34363425986913,,0,0.0,1
90,,mobile,standard,male,organic,0,80.34454029513032,74.95807908838765,8.776342752254832,-0.8275323754008674,75.06533399485689,76.33087499490655,57.63912955636909,0,0.0,0
91,EU,mobile,free,female,ads,0,36.92536157083926,31.334700397624992,10.044828240181282,11.729982697824132,65.78860433601614,,40.047584112239726,1,0.0,0
92,APAC,desktop,premium,female,organic,1,104.04804416614317,78.6063785882611,12.096909277618659,13.523876520690905,73.8359770371151,89.54046693862905,68.89371584966541,0,0.0,1
93,EU,desktop,,male,organic,0,76.34481111116163,72.67739562431946,10.080134938036077,12.327550914584682,73.96341593624216,67.27145169152054,,0,0.0,0
94,NA,desktop,free,male,ads,0,25.312605254363103,27.728939726412317,,12.00218048210683,72.58941246786985,78.2555920351591,,0,0.0,0
95,EU,mobile,premium,female,organic,1,104.74835375917596,113.81310559865658,10.365051112347436,9.347588859331523,81.49612873594377,85.04810399848725,,0,0.0,1
96,APAC,mobile,standard,male,organic,0,69.51211483530224,,8.876345860532494,19.48730301541248,66.89431129778993,81.4537626244778,61.500563318657754,0,0.0,0
97,APAC,desktop,standard,male,organic,0,61.14071998415871,80.25590429562412,7.91227599178347,13.645848502698733,77.4607615663182,72.52402088686584,,0,0.0,0
98,EU,mobile,standard,male,email,0,90.84375638700863,,9.432387965598194,7.532265310942835,62.718842515231124,,56.32216350394492,0,0.0,0
99,APAC,desktop,standard,male,email,0,69.77756882842078,39.92327576362982,10.286904514710894,10.855579262609625,76.41082989710904,,56.87800424894585,0,,0
100,NA,mobile,free,female,email,0,27.027627134511764,36.242145779331175,4.698911812941604,12.216729557034611,62.468734898955006,,,0,,0
101,APAC,desktop,free,male,ads,0,38.05355542163548,,8.813931561382393,11.164268264353032,63.871529839500965,,37.697753139371926,0,0.0,0
102,NA,tablet,free,female,organic,0,37.100739123825065,48.27885349369698,5.91587489778181,10.315715851265127,59.20779893280383,64.62174218705543,26.541667598725994,0,0.0,0
103,APAC,desktop,free,male,organic,0,33.00189645242248,,16.096547558478647,11.765005404219291,71.88240282515252,58.75643479160995,37.65544727551349,0,0.0,0
104,,desktop,premium,female,organic,1,116.22594103808325,120.18165397769408,12.184113219072673,14.536016851678113,81.94029268786535,,83.97521798897895,0,0.0,1
105,,mobile,free,female,email,0,46.20527066847953,47.12825079114617,11.872680652612893,9.483690050090498,66.99265685050135,,40.79653589637618,0,0.0,0
106,EU,mobile,standard,female,email,0,69.54715642138187,89.24824937220521,5.650738915980874,1.9553526821687512,82.45002131344879,67.64754677931514,68.65042794300855,0,,1
107,EU,desktop,free,male,ads,0,44.7873106677102,40.561289433842326,12.561622439953146,15.123537443262283,73.91065125222946,52.406661327139965,55.86748173109816,0,0.0,0
108,EU,desktop,,female,ads,0,92.09871420564576,66.20444682100266,7.213571850113327,10.300100629756505,77.79995319457285,,64.69754398000127,0,,1
109,EU,desktop,free,female,organic,0,42.0149617896951,,,12.694425025067009,71.0627889298718,,52.781738104097684,0,0.0,0
110,EU,desktop,,male,organic,0,67.33535177162342,83.50728859171096,12.899525607850721,14.285104063259805,86.57911148163525,72.1774409241121,63.055416073634476,0,,0
111,APAC,desktop,premium,male,email,1,111.38103455229816,67.41542749489354,11.28202367439508,11.581923534772505,71.3657955248315,94.21418755070056,71.67751843616271,0,0.0,1
112,EU,desktop,premium,female,ads,1,115.57492866520504,50.533868724839756,11.772783224358376,12.47400476479566,92.77799964288532,,,0,0.0,1
113,EU,desktop,standard,female,organic,0,77.87591765817577,81.76472239458656,11.684554430295583,15.574592358652122,70.12088567338292,76.34742965737689,,0,1.0,0
114,EU,mobile,standard,female,organic,0,81.46269186151814,65.88218047372419,4.979321598855301,1.8313711433116575,81.19748523688101,82.3521573155043,,0,0.0,1
115,APAC,mobile,free,female,ads,0,45.34545828019903,43.695168554884404,11.931696290061497,9.81964031803292,54.04464818821719,91.86036654961345,,0,0.0,0
116,NA,mobile,free,female,email,0,53.50737015045901,43.16588412450646,11.637425064349923,17.654980900635962,52.18098916943231,,47.30166387471231,0,0.0,0
117,NA,desktop,standard,male,ads,0,78.35578214860271,69.00519344406929,11.284220605259057,12.962664358474207,66.1349228370469,86.55113051636738,,0,0.0,0
118,NA,mobile,premium,male,ads,1,125.76360879528687,158.68612082479768,10.099951761213227,9.809057798085485,87.64265109155063,,92.30596482012778,0,,1
119,APAC,desktop,standard,male,ads,0,50.206992501672374,72.5200103882177,14.74230714140726,10.83689954244591,84.88832031058115,79.21350065839566,55.08809596957271,0,0.0,0
120,EU,mobile,standard,female,email,0,65.0425543439137,65.84230825564869,9.634106158163934,5.093487301628141,68.63168799674624,81.84852397119907,,0,0.0,0
121,EU,tablet,free,female,organic,0,41.62557985855861,39.74904484596507,9.292141925795224,8.51294960495407,65.75699670340354,,,0,0.0,0
122,EU,mobile,standard,male,organic,0,60.993554976694526,36.87177936593162,7.73287015117366,12.129457709743711,92.43825395877246,72.48460957757013,,0,0.0,1
123,NA,desktop,free,female,organic,0,38.9015462637853,42.29724378969449,,12.686007197062384,55.996406665072534,,34.02944421971617,0,0.0,0
124,,desktop,standard,female,email,0,68.72036085836288,62.67838438297973,11.720187036900716,12.02342457967678,78.03489678094132,63.942388048638634,,0,0.0,0
125,APAC,mobile,free,female,ads,0,56.882344777024144,41.719921145734155,12.449823047383061,9.544019249754474,79.58887610828647,72.03899934856662,,0,0.0,0
126,APAC,mobile,premium,male,ads,1,101.26272974231325,113.0269934078593,6.049361122027363,10.61569189191373,82.7711373122246,82.85556235279512,73.14880602263548,0,0.0,1
127,NA,mobile,free,male,organic,0,34.93944151197049,,6.905907400861326,7.362033351675894,60.366274769404235,,,0,0.0,0
128,NA,mobile,standard,female,ads,0,71.89205524543836,,9.240884087790661,13.359195593742218,69.31887161246487,,47.253534368886946,1,0.0,0
129,EU,mobile,premium,female,email,1,98.61026468395914,171.98605375847885,6.814630178092569,12.365631276429182,94.81225451756879,91.7223643561998,,0,,1
130,APAC,mobile,,female,ads,0,78.73425371172728,106.41546296788914,5.9742851145087705,5.592769908042928,97.12745244803963,52.20249435147525,,0,,1
131,NA,desktop,standard,female,organic,0,66.81642286089827,67.5082092349009,15.360980982928169,12.019684707872603,83.05972735472619,79.00075400383787,50.50506491636766,0,,0
132,EU,desktop,standard,female,organic,0,72.22406227154198,58.902077163693896,11.318433556564603,10.630683514305947,69.47056065006322,84.65509192064492,62.81011570363772,0,0.0,0
133,APAC,desktop,premium,male,organic,1,91.83216865004377,156.45157148051186,10.827828790811816,12.062170479762356,88.56407156313689,85.74449876446069,69.16621283262316,0,1.0,1
134,APAC,desktop,standard,female,email,0,68.46715629825763,63.44424093311159,12.885707049376638,15.062357728769541,64.35045622436631,65.892123041443,50.53048545515191,0,0.0,0
135,EU,desktop,premium,male,email,1,103.42436930991079,123.76146807253286,15.317101049566475,10.127630721127124,80.62872799888625,,75.86157118188265,0,0.0,1
136,,mobile,standard,male,ads,0,79.3836495119026,52.46487413901787,9.822946396451977,8.1790965101852,80.49030162419096,,58.440784459499795,0,0.0,0
137,EU,desktop,free,female,organic,0,26.884978558722104,51.60626680672654,10.896738014463217,9.517777869915227,69.02120548229061,65.09717729015019,,0,0.0,0
138,NA,mobile,free,male,organic,0,43.11118036385881,52.99638829609431,10.200926945208172,5.662791176518903,62.26300171428995,,51.34153181431964,0,0.0,0
139,NA,desktop,,male,ads,1,116.64610219730443,127.44754426200198,14.225157931734662,13.428956986236622,84.80374843866598,64.46904621760697,76.9999851029007,0,0.0,1
140,NA,tablet,premium,female,organic,1,112.4542297784108,95.83611096627139,12.365354372082997,9.94660389509464,91.28181670314918,84.47364749343025,,0,0.0,1
141,EU,desktop,free,female,email,0,41.53332565851831,43.80758314819556,10.274160567989572,13.88208786702284,66.08623648100642,,48.68370522765964,0,0.0,0
142,NA,desktop,free,female,organic,0,45.3415314662313,29.150057922434677,12.814284222827004,11.08635181503798,54.050394758274734,71.15601188063718,35.489575226199435,0,0.0,0
143,NA,mobile,free,female,organic,0,41.4940031164074,25.553903998669703,9.785627797151108,5.966026071161846,67.45949194994195,71.74928131839155,41.60774066351266,0,0.0,0
144,NA,mobile,standard,female,organic,0,67.94708358669081,80.56547733976082,11.460421611955915,13.097188858596889,66.0092605624717,,,0,0.0,0
145,APAC,mobile,standard,female,organic,0,63.40962987304231,87.12286262154218,6.947810136405717,8.666159219936885,79.0390531147863,75.29939868278186,63.9841470013688,0,0.0,0
146,NA,desktop,free,male,organic,0,31.462462866834578,39.3460342863604,11.754338442326542,11.35990639793734,74.04838879003621,,38.74552046958167,0,0.0,0
147,EU,mobile,standard,male,email,0,85.47176383398798,52.0461503094461,9.871694817149347,5.481082075407382,76.10969802961246,,67.72138312568352,0,0.0,1
148,APAC,desktop,standard,male,organic,0,61.64632353471139,70.07520285844029,12.367321467366427,11.19396308681065,83.84071963355112,72.63132493880875,60.83995114555278,0,0.0,0
149,EU,mobile,free,male,organic,0,59.01162747473025,37.63895771838588,10.268612266278259,6.861690448873011,85.87311703576908,48.47726504893808,,0,0.0,1
150,EU,mobile,premium,female,email,1,111.54225050000196,170.00896905711528,6.472783544146928,14.437506668740514,87.14381632187005,106.4700238269466,80.83160662488538,0,0.0,1
151,APAC,desktop,standard,male,ads,0,89.42899156743567,,15.702480792434967,13.970220248953462,87.22802225351444,,81.62898787481282,0,0.0,1
152,NA,mobile,free,female,organic,0,45.61491119138621,34.80664395073598,13.407495434566517,7.77315592690523,67.38142846826108,67.92303262047882,41.35178282641457,0,0.0,0
153,APAC,mobile,premium,female,organic,1,111.27371283673304,132.28413923385196,10.449034201940817,13.878644706966607,81.63316419252075,94.99741450533845,71.14100038752301,0,,1
154,NA,tablet,,female,organic,1,119.38631551843339,106.16899919549155,13.68758635950352,-8.03845401308202,88.30248254189117,,,0,0.0,1
155,EU,mobile,free,male,email,0,55.3575911058401,,7.446947155761282,18.146917410247244,54.843387972800485,,36.22280739952379,0,0.0,0
156,APAC,mobile,free,female,ads,0,56.666960612607355,33.595064676336804,12.311749973371345,12.472612255274724,68.29719942754552,,46.39120033339565,0,,0
157,APAC,desktop,standard,male,organic,0,67.48441872203318,78.02073650087395,11.109424662049184,11.272332714401957,72.80517947742605,72.95953690304721,54.210583366957614,0,0.0,0
158,EU,desktop,premium,female,email,1,132.66983118090153,137.5307740638665,13.326407447108146,13.325443189068412,80.15792718335328,90.74363838700147,71.25038971850354,0,0.0,1
159,APAC,desktop,free,male,email,0,31.54003009972109,46.467216667514286,9.997005893366724,11.30917416407823,64.60662854595714,,45.79637221822775,0,,0
160,NA,desktop,free,female,organic,0,57.830300590306514,41.92258906192686,11.417529768158007,10.50970791934978,80.45668569573898,,,0,,0
161,NA,mobile,free,female,organic,0,45.30862706215576,43.59579991146967,9.777512560730004,7.3488840158192374,67.82537788388204,,44.24142179432345,0,,0
162,NA,mobile,free,female,email,0,40.22630668513675,26.5469508626093,9.728114992919105,11.620619183804166,56.94134142629971,,,1,,0
163,EU,tablet,free,female,ads,0,33.28815686546321,54.86985575192243,11.143083877825214,10.00086577953495,68.90882161854528,,,0,0.0,0
164,APAC,desktop,free,male,organic,0,48.04164196022735,25.99268571356356,13.17957474050556,13.136828212925703,50.3406663570488,68.54256238346146,46.1545616601648,0,0.0,0
165,EU,mobile,standard,male,email,0,87.04779551528269,,12.952154410472351,11.163039764954778,79.41596803652622,,,0,,1
166,NA,desktop,standard,male,organic,0,77.28227438621039,97.02537505885566,14.791874635940529,12.010158980929418,71.48109973779995,73.28720294192313,61.75774119613219,0,0.0,0
167,APAC,desktop,,female,organic,0,81.37277770914457,58.39979394108752,13.583285721877685,13.145969089001335,76.93515498937842,82.75061711141795,58.64546520545783,0,0.0,0
168,,tablet,standard,female,email,0,53.07773477755545,56.09284704949277,13.245284025906827,19.29343286359535,72.17076973801471,,53.128365640474435,0,0.0,0
169,APAC,desktop,free,female,organic,0,52.31215054263927,27.41846140154829,13.393021577658825,14.55051620976895,64.82592835202877,63.187244667711084,35.329026891038794,0,0.0,0
170,EU,desktop,premium,female,organic,1,109.05926383362468,106.33452220748316,12.96407223929513,10.646472389904929,79.55650936876494,,80.01165302061881,0,0.0,1
171,NA,mobile,premium,female,organic,1,94.29760331680961,114.17238854860811,8.983350601545467,8.85981252735194,84.2346064377507,,72.40292452753745,0,0.0,1
172,EU,desktop,premium,male,ads,1,119.2051938719562,,11.30293354033916,11.329939601972237,76.13125606113746,95.92376145656507,53.09611670705072,0,0.0,0
173,APAC,mobile,free,female,ads,0,54.073624888660945,51.78714192401121,10.896005961633053,10.637600676613385,77.57217874339352,72.30392389011328,,0,0.0,0
174,NA,mobile,free,male,organic,0,39.87297380241998,32.59561886650694,9.52851504687132,20.190461654573625,66.59579099131577,70.13382594772204,49.31887339300205,0,0.0,0
175,NA,mobile,free,male,ads,0,48.38534939769438,43.89458192866867,12.786852778032465,6.406821483529482,70.40007426812409,,,0,0.0,0
176,APAC,desktop,free,female,ads,0,29.496125571434742,49.90131535716751,12.097683534817563,12.559876536311958,72.34361966811534,,,0,0.0,0
177,APAC,mobile,free,female,email,0,27.006755265190822,58.18156050570456,9.519678634339433,14.713386986496943,68.85909170605356,63.167699771788286,36.23127018222455,0,,0
178,EU,mobile,standard,male,ads,0,63.15472273284393,75.21669326148925,14.765032324861728,16.433811059903686,72.37740873542327,86.31193842907015,57.18698235438226,0,0.0,0
179,APAC,mobile,standard,male,email,0,56.846344443988016,78.91872289585251,7.202484335696662,11.552893952300812,75.26621762020484,78.3527699523097,49.90647635063201,0,0.0,0
180,NA,tablet,free,female,organic,0,56.82518754060135,35.793456536453505,8.89110119848948,5.725278563280468,64.15941895707343,70.69618208066372,50.69041787934806,0,0.0,0
181,NA,desktop,standard,male,email,0,68.29493870525435,51.45105610855586,7.6964431957196044,11.325316992935162,79.79758077833831,66.7870135691222,,0,0.0,0
