student_id,program,device,exam_score_equal_var,exam_score_unequal_var,satisfaction_equal_var,satisfaction_unequal_var,hours_studied_norm,final_score_linear,time_on_platform_skew,engagement_monotonic,passed_exam,rare_complaint
12,video_quiz,desktop,89.78703960706756,77.10005481964328,3.7647057852202117,3.9726482844457705,17.04119759652865,83.77197569604643,0.013832685417966943,-0.5190470422350834,0,0
13,video,desktop,78.13662437241335,74.05165094539646,3.24800981504786,3.964480291976804,5.334876120351581,23.05642147146192,1.7623070570965509,0.6517285854727127,1,0
14,control,mobile,77.97914369237053,63.225070587789475,2.9200555808240587,3.374270764380058,2.883635867084058,12.45619591187462,0.293732651777149,0.27749719328252637,0,0
15,video,mobile,74.18187789730236,53.013493898385605,4.174547249098283,3.978877109316738,7.035413411104015,35.818734216517285,1.3453539840248692,0.6674915171314837,1,0
16,video_quiz,desktop,78.40268685543029,77.10429755032978,2.688584953293889,3.8160677187734615,12.22989039754826,62.063002778934795,0.9410402276804455,0.6014941469109366,1,0
17,control,mobile,70.1527675877746,90.06467915151129,3.075168694262072,2.6420313022825184,7.866519994874887,37.61141487129558,0.8593395967433105,0.6091022478771726,1,0
18,control,desktop,103.57263374421049,69.43846816779305,3.710432404470479,2.612825258038114,11.732443263051602,61.31299219529892,0.5649432363477765,0.4393773584619139,1,0
19,video,desktop,71.83075262072241,77.69057378489235,4.188070503605016,4.069472683360396,12.847663749451197,64.20024275406378,1.107562383209198,0.7357261090478769,1,0
20,video,mobile,71.69343025805479,42.92839609743359,3.2705532836759605,2.8011217500649077,9.246765647810808,42.95308199891186,5.377248370887273,1.8082155255299353,0,0
21,video,desktop,55.601309396358005,71.05520334635256,3.1921331103947477,1.9859674014351312,12.654304752994925,63.81005945715935,2.1792729764262386,1.5602002039229819,1,0
22,video_quiz,mobile,80.85013326075777,84.67366591225218,4.307728144083624,4.507431153555875,3.19149467999158,14.411964890455083,0.8010725382790951,0.4987912109471925,0,0
23,video_quiz,desktop,70.58197640252058,68.29339674366227,4.190622014150431,6.392733851746147,12.503598192925622,64.1623008163228,3.0872506355761185,1.6844936488814246,1,0
24,video,desktop,74.51364715190687,71.37337965112542,3.6416418690163543,4.4618109506348045,12.397910119777318,62.43945759342413,1.1221762292776722,0.8042344311658371,1,0
25,video_quiz,mobile,67.77567559294535,95.68746925498718,1.819173081883405,4.26780188695241,9.701701414629571,48.80948683952125,6.386742930843331,2.2382717054245664,1,0
26,video,desktop,73.89053643780123,70.60293611848475,2.92369667705812,4.203001832386183,13.010609687940848,64.4753406190341,5.296345803281128,1.9796925526822517,1,0
27,video,mobile,69.72602321263496,59.33688289233177,3.082066162290896,2.152884297038855,14.322888653739025,73.86090903745206,0.042968911280556764,0.3265738159391255,0,0
28,control,desktop,74.6556657937548,78.45509017158403,3.5858059171754215,2.655179917771281,15.798461745614487,77.1744894434276,0.28760066674245544,0.8879091037835507,1,0
29,control,mobile,71.57758813876923,104.2757370104847,2.3355441771985572,3.83903435464591,15.823747886692255,79.79131104757064,2.734496636031339,1.2969364355512987,0,0
30,video,desktop,73.76635750811293,73.56198031623529,2.97202346348373,4.984118747595955,10.166576587946865,50.91677922914383,0.6796791627309624,0.6297581351060311,0,0
31,control,desktop,73.65698218762977,79.6124151619116,3.107369596440559,2.644213664481795,9.57634840097769,45.81486660615444,0.42472478428066607,0.8280796379398303,1,0
32,video,mobile,82.46814761860813,94.5323068818401,2.827442893932089,5.554312258414242,9.765696141989308,48.677810984969476,1.1539814984784162,0.8267131295458471,1,0
33,video,mobile,79.05133535807407,78.20883460608916,3.9857123431085797,3.0821091081864367,1.9765291290906593,7.990247499758919,1.6712135105277768,0.32167662657173535,1,0
34,video,mobile,79.09953854757272,68.68131358103903,3.365157792114836,2.9768079615284226,12.094470342911896,64.553215703641,0.5693697810876309,0.338426391783259,1,0
35,video,desktop,69.1404089511058,69.74203956824708,4.69974355937659,5.3359175681673765,17.048067083703636,87.27216936495836,2.9504180688064303,1.2840946216784694,0,0
36,video,desktop,85.05456665478691,66.44873423447362,3.222168769764667,5.107740053379758,11.697500646584205,55.21992689588588,1.0424312470116717,0.7474393886637256,0,0
37,video,desktop,84.0531560735671,81.67021047062283,3.2542300781000617,3.211440497396841,5.735563465123517,27.77661995049975,0.3951648568860357,0.17195212371489205,1,0
38,video_quiz,desktop,70.57276536958749,76.08574287445133,4.582662973561585,4.211640115748837,7.015924907672689,36.2988051865231,1.6853370641246648,1.5671486975306044,1,0
39,video_quiz,mobile,84.19081613759843,94.32481507876693,3.7067978440001115,3.684940033314897,7.184722793750357,38.271102730140974,0.952720933830433,1.2151538611428916,0,0
40,video,desktop,69.53419245600169,80.93355189809823,4.506940992265304,4.3041385551044655,14.971155944035178,76.599408898723,0.24588311203910207,-0.1873982499980661,1,0
41,video,mobile,57.26374529275938,63.12847167955816,3.8897489653633546,5.367391918467225,11.507181457750113,61.34535413342413,0.11318633638291123,-0.12398127445695882,1,0
42,control,mobile,80.81220788922538,54.00981280159432,3.0176720363337126,3.266077271181476,11.914385901775464,59.83891200741173,1.3904174168468733,1.1359900370564822,0,0
43,video,mobile,71.0438497565594,79.60271332699067,3.5035212017537534,3.6860955884110287,11.060589141745538,57.86663338682036,0.09991608265955573,-0.10834992025788179,0,0
44,video,desktop,82.81537251659987,71.2049586939527,5.310424642270553,2.4536999907562578,6.665563810993924,31.009445507454455,5.437150610597182,1.759196349941904,1,0
45,video_quiz,desktop,68.96638269820647,77.26013484600433,4.39319261539877,5.700333637453046,7.168267874395639,37.58234315397845,0.3420943869304307,0.09717814671956498,1,0
46,control,mobile,61.90583990602366,61.30156899741747,3.290286209564858,2.3885264255254457,12.042215454389776,59.79180658547548,6.462978197436842,2.362091446645238,1,0
47,video,mobile,81.85497430899176,59.22039594884361,3.5204539468899676,3.612866931504371,10.258634641644782,50.99983058538081,0.5806176664261279,0.4398049717231865,1,0
48,video_quiz,mobile,60.74185149283386,70.74414704734858,4.7222972196081585,6.024824158898072,4.4257047419246405,24.889706174264717,3.9267637846369112,1.9084952076025519,1,0
49,video,desktop,62.51175590850109,80.6046037224479,2.689004211720439,4.611225460148322,12.3580809911479,63.727682709126725,1.5165061006840448,0.7782473907933471,1,0
50,video,mobile,56.59530487388518,77.90463832501723,3.4912871862199064,4.638713275324771,14.2501890769832,70.91468696026054,0.15140871216642604,0.34035872212416923,1,0
51,control,desktop,52.64422161353937,82.07025089203069,1.4998055263918986,3.349460617591196,10.01917564360787,55.2003385448451,0.44444979438164484,0.3018067147708333,1,0
52,video_quiz,desktop,66.68716493388487,67.59862978166863,3.7799554244529996,4.5625470304907365,9.052106462112146,47.77819170812197,0.7464679030662381,0.6057188286089932,1,0
53,video,mobile,54.64473633270371,56.086765735483226,4.108756087746417,4.102154624421771,14.097377076157318,69.60334679329206,0.8171327164265985,0.4900455680021234,1,0
54,video,desktop,74.71515612312136,74.4650178050381,4.42933850331313,3.8920702647204344,9.412804713125276,42.2183351083572,1.2448501265351508,0.7437239946423541,0,0
55,video,mobile,54.108661197402824,107.6512221326891,3.9635821429080234,4.282577432222488,8.158534202994947,41.34829489492103,1.3550027944647696,0.833721151443004,1,0
56,video,desktop,66.24581264659209,79.04571668137424,3.983981154898645,4.335236441004911,5.384489290301775,26.14033612101675,0.5578182957211527,0.5058358036340956,0,0
57,video,desktop,93.65649596967725,68.60032354773162,2.5704591060272213,3.933328492195301,8.526403592999335,41.378940655709684,0.13943383742956783,0.32641936186662485,1,0
58,video,desktop,77.76099392489657,74.54315728225376,3.1929757131630403,4.313814122464058,15.601001894541024,77.01378515486014,1.7612659576021237,0.7776007865628933,1,0
59,video_quiz,mobile,72.42244540326182,76.53143665282013,4.984643009547273,3.067322148952875,13.49141413976094,67.76333349959314,0.9316646749348373,0.3279683856253912,1,0
60,video,desktop,62.03398415744114,71.58788552663395,3.285683993709522,3.4930433222511144,10.35809445726102,54.420297312530096,1.7270604483384768,1.318507000766325,1,0
61,video,mobile,70.03521867240983,82.81239985690408,3.518410558744131,4.0304985610236725,9.982378127418166,47.95125418535476,1.26005505171151,1.325468345182446,1,0
62,video,mobile,72.38486850509294,70.4968617893631,3.116662808185391,5.72351298256754,12.968917960654153,64.70382910906034,0.009496393090258865,0.24991168717101583,1,0
63,video,mobile,59.15855363370353,68.21070850864527,3.0397491087058537,4.3289908441296285,10.306904206885378,51.13101879722926,2.4316633132098193,1.560217139788171,1,0
64,video,desktop,76.00944544704495,82.56154072315488,3.3178384641121776,3.6652640532698366,6.2082857829849925,29.393881811680416,2.1923413251941115,1.0678197809342316,1,1
65,video_quiz,desktop,84.5298596565208,64.74203458703829,3.7033664204437104,3.9035970487577263,10.43287607731775,52.72697195667811,0.7747039504562404,0.7276274739280195,1,0
66,control,mobile,69.21393504928496,57.611114531444905,3.7745010774901053,3.3720827543734693,10.526530764716071,56.17687650227207,2.2817357950096624,1.2968391411088596,1,0
67,video_quiz,desktop,73.42210905276572,70.09614611135532,4.229221758733576,4.124929625183423,10.03871336772041,51.42592406244578,0.02568872816757599,0.0690765256090672,1,0
68,control,mobile,55.66322867603661,59.43710288002083,3.8113302958661106,3.3186904927727996,10.772349812818538,54.003977008765474,0.8328213456991521,0.3934800975956334,0,0
69,control,desktop,63.80612905112331,70.62748172825175,2.367657498003744,3.2558020280466042,7.921297640848708,38.72892384165846,0.8294071192616197,0.19911795172670788,1,0
70,video,desktop,83.46156081142573,77.93085574734492,4.335271888922434,2.5539220327999557,10.465216247066987,52.41965593436352,0.327682007426112,0.5942928436311714,1,0
71,control,mobile,66.70759482735595,90.54452525456554,3.2128737344269434,3.2363925113608376,5.190164082213642,22.515734516156446,0.37128407329921936,0.5110772877085096,1,0
72,video_quiz,desktop,67.56230692446067,80.49624756393533,5.203609030475566,5.13812286521938,7.238105727364431,36.070172651048765,0.07378621791248001,-0.09349879132209447,1,0
73,video,mobile,66.45933507222915,56.687005975535854,3.5683343169836106,4.59666786810547,9.268434689548629,45.955573921949785,1.6087554734617269,1.0471698513243206,1,0
74,video_quiz,desktop,74.54027098399335,74.35549260858076,3.2039589112022475,2.7932499019024726,11.807612693275384,59.99276908571539,4.767194028421146,1.638109643391829,1,0
75,control,desktop,65.73267271307367,77.71359128084895,3.970532376724303,3.5470550500660085,9.108005837035272,47.43703858573367,3.9102780925983502,1.8239335395965803,0,0
76,video,desktop,76.01213204776188,76.44001771371266,3.5181070571258806,3.633202508709757,11.320595177218896,58.09363473089588,0.33557358830365647,0.4219259600804063,1,0
77,video,desktop,64.11993858301553,82.8344843970554,2.3087309521998662,5.788274333368089,13.068032373844103,65.07628740843086,1.1679741200247573,1.1613453155303688,1,0
78,control,desktop,81.19200001660629,70.94799458673594,3.2871168088218226,3.876216477279037,17.260699811661233,85.26868052024713,2.3735114483251767,1.2485183518597194,0,0
79,control,mobile,63.54355378128318,75.50111073761317,3.338736875514872,2.6959699041440746,9.12056867236696,44.3480572158267,0.6029502480693687,0.4514874045104318,1,0
80,video,desktop,85.5621465514568,72.64061571056347,4.245667645997171,2.43078140510299,8.068805857874892,38.78061748668607,0.2890527017198656,0.2645408265749458,1,0
81,video,desktop,74.91973877794094,76.50645011453715,1.4475037012713257,4.497242444575834,10.115767406620938,49.3487073571859,0.03170279148378651,0.7310916195206463,1,0
82,video,mobile,65.23484457283816,55.737649396964855,4.289321685066778,2.9800309663920572,10.59527801609172,52.73013521887916,2.0118479290117905,1.2749300687902356,1,0
83,video,mobile,79.29168487665852,58.1369964646788,3.31524194715482,4.947507523077867,11.63837014772037,55.75134664063108,0.4736694391806393,0.41587046809752426,1,0
84,video,desktop,64.0040249671751,70.61933484126908,4.755748744752515,4.329861877607097,12.437660523106592,63.07475979825866,0.3133376319218194,0.4989073369004474,0,0
85,video_quiz,mobile,67.62347483986072,63.981291021519255,3.0690313994956044,1.6835038159343703,9.152821693312921,45.547094056570806,3.4360695484342916,1.4314298292204315,1,0
86,video_quiz,desktop,74.99939578711508,84.28753959379658,4.427203341152431,5.7077156395482955,12.180803725109119,59.23424715135071,2.6321530054681195,1.379389349826533,1,0
87,video,desktop,74.03066557369434,82.0524114857726,3.8470312984531603,3.93725091856077,10.245898539086529,49.949233347614935,2.3756191936908353,1.4709690168863985,1,0
88,control,mobile,55.93131625303499,69.59760526857691,2.9467311618436485,3.206055811963732,13.682114924134106,70.08839484543282,0.08656134834231885,-0.5631681308155818,1,0
89,video,mobile,64.63482765909308,75.76693270735207,3.1357164569347935,5.324046599798811,9.163562098838334,47.626117064534824,3.9606203688729744,1.271311256624486,1,0
90,video,mobile,73.34587473938745,47.48902371023363,3.375752983373338,3.6700778379378773,10.42076680704041,56.88127659441422,0.8975854036317387,0.32984350695527587,0,0
91,video_quiz,desktop,64.44086752512072,73.92424592069122,3.891967825662534,5.66443911648963,10.8107685110821,55.18808823941426,0.4422278164159368,0.28186666242250985,1,0
92,video_quiz,desktop,85.13143438932677,75.95768827987037,3.3479371961373863,3.2229003933841325,13.397575787665328,65.63666868304075,1.9724567164108793,1.0021334384457667,1,0
93,video,desktop,78.96144711028789,81.87410528040735,4.1957953020307475,3.2261950717198893,9.987689479093822,48.49615583262553,0.0568361448745618,0.16940843409606635,1,0
94,video_quiz,mobile,67.88607687431143,78.22887551479944,3.4446797921407413,3.9073344753883266,6.890188352059138,35.22924617338878,0.24002100087034245,0.3831532582367115,1,0
95,video,desktop,73.23766027759949,77.59734035265332,4.213914586668005,3.1796185975849225,4.91313460363946,26.17694632444137,0.8259083656152024,0.9706818705667251,0,0
96,video,mobile,86.89251299065455,77.7642062360074,2.5266392608494463,4.367861498338514,13.10202956794016,68.32564091218157,5.344591732451671,1.7682798247710594,1,0
97,control,mobile,79.48790760701054,77.30401903475405,3.0936861318848754,2.3382818670993677,11.920823529540684,57.85566578590643,0.05160664919090126,-0.04769729370252825,1,0
98,video,desktop,78.04175315892938,66.61944494439015,3.5026160801785218,4.629547144318906,14.985842581039899,75.13117210847679,0.09576506257271641,-0.026714700789405216,1,0
99,control,desktop,63.67584983652579,72.4994539899582,3.190523376833865,2.6192357063541665,10.277399387983722,49.06381190865985,0.1852538162317221,-0.05337352225615191,1,0
100,video,mobile,85.03689054916767,95.95818877666468,4.173777527807585,4.177704563816253,10.25979326853993,52.05871573504198,0.5310969153671352,0.4761604065596823,1,0
101,video,mobile,80.41920855099183,86.18234308174792,3.4785916680253437,2.6125667385278564,10.538099472790439,50.6637015784536,0.4549232182704956,0.07023982111548349,0,0
102,video,desktop,73.81275689952103,77.96540699439085,3.3252423538297804,4.2777323737584165,8.391885470353184,44.869976067798596,0.27991788079705276,0.5355180486648189,1,0
103,control,desktop,70.60241544632973,75.40029185534436,3.0804034490835663,3.5420037479718074,7.888607441621836,37.88700586987737,1.8280436124779909,1.1063498249667165,1,0
104,control,mobile,70.49676848978582,83.5510623319306,3.788604113341849,3.0048855864709734,11.315189214391859,57.79421339524413,1.9462187760307432,1.285393270152418,1,0
105,video,desktop,65.38450655306421,69.33066354628312,2.876635831119184,5.3486822387779736,13.542532520715538,68.01492081547453,0.7452259813158854,0.962142970933322,1,0
106,video,mobile,68.23371553834127,47.71904700777988,2.9875989001161227,3.660092648058292,11.81142507423691,59.15529458780458,1.1633820491196978,0.20493797463722008,1,0
107,video_quiz,desktop,81.10528411323612,72.70748068659019,2.9259810485460314,5.040461953383791,8.55700442572449,39.17647551844913,1.2967925644576719,0.7982216394170152,1,0
108,video,desktop,60.53902978205942,78.22753834634267,4.816349217531842,2.874533026902393,11.273945725203303,56.187522800630695,2.5927334113934695,1.1294924083027142,1,0
109,video_quiz,desktop,72.4874050060618,75.64697929361166,3.404153163030527,5.089175625084018,10.529391491256137,50.68785569941542,0.8174975993504237,0.7132799001704987,1,0
110,video,desktop,75.91004778303869,81.0837520730697,2.4687410064769604,3.2318607072882553,8.309943148813808,40.37971558946661,3.510215816695583,1.7169798621685617,1,0
111,video,mobile,72.82854429858664,78.6232082649675,3.1146605168127506,3.079608686410329,6.332473213797988,32.639808026877844,2.5279540735531327,1.3686125982296256,1,0
112,video,desktop,65.5685043677326,75.26905317728605,3.2325268511688874,5.380103607920915,7.508173637241552,42.97572565194436,1.1764298401857596,0.8118625571011122,1,0
113,control,mobile,62.542776869383516,94.2397592642502,4.079273600744242,2.364889572413081,13.586445417917716,71.72863901794912,0.5125138047682116,0.3718191355789184,1,0
114,video_quiz,desktop,83.71332305966708,81.7942546707448,3.8210604646548183,4.093416777078665,10.760855313110355,54.8375489637005,1.9650712913869834,1.3189512496567242,1,0
115,video,mobile,62.20376725746967,71.43053918048892,3.7750615684256257,4.512790264078693,8.172630161772545,41.63393633836774,1.804139521322567,1.0384077803090548,1,0
116,video,desktop,83.06920765046749,68.38170083390354,2.525532117164862,4.034070906216228,10.229696571919826,50.4468150378058,0.23761630522690305,0.6376534522372155,1,0
117,video,desktop,71.14107747913206,69.55583104646692,3.724790095069004,1.9526730070928948,11.832545354645958,57.16065654182322,3.529185183327667,1.383557720683941,1,0
118,video,desktop,83.63837080240748,74.03129317029509,2.6107222531684533,4.403909269672782,8.379559654598962,42.78374776052987,0.3168665928909203,0.7323341629051252,1,0
119,control,mobile,68.63137195675989,67.13101786156078,3.011842970700284,2.3105005207963547,7.704954978757694,37.635878460010815,0.1000204436054079,-0.2000084857910587,0,0
120,video_quiz,desktop,65.66822943506956,84.9465739792839,3.64407741141024,3.5021464924378947,4.670795430016627,26.866388747643818,0.0050955171408124805,0.07358461061257379,1,0
121,video_quiz,desktop,81.8524388511477,64.91919510633221,4.134962898299857,3.8603632254382187,13.265647124676125,70.6210047272028,2.187642910692989,1.179390040419835,1,0
122,control,desktop,74.86087022215843,74.61445327866473,3.5806452236831783,1.5399853398427208,11.763767382720594,63.099678467935384,0.0048580731907597735,-0.1706918075214486,1,0
123,control,desktop,86.58861268259561,68.60264107561059,2.398462429521125,2.947049717581868,12.008167208151477,58.76984291172129,0.4280577446397087,0.01786039521960958,0,0
124,video,mobile,79.1376006811027,74.86882990260882,2.9181489430665457,4.46587739716125,11.685761869432467,57.41427458446497,5.360134935750181,2.082882485779796,1,0
125,video_quiz,desktop,73.16458696844963,77.29358899735206,4.216153403566749,3.99384803313921,3.9172252995972965,17.164288724459553,0.16367710054460058,0.1518292531049085,1,0
126,video_quiz,mobile,68.40265918669621,66.52164840937752,4.512371426481496,4.632873664121119,10.328824380401329,52.940918052382855,1.331102900917916,1.0853536452379762,1,0
127,control,mobile,72.18697874629798,81.48770261890427,4.050425117056878,4.130893426892914,11.34990423283142,55.03984983252439,0.08769924542972145,0.5303192439801986,0,0
128,video,mobile,73.52168014287352,69.8219689518993,3.316864961788391,4.925440233018364,10.21219802606979,49.853443395942534,0.9304648030449998,0.8270498484220385,1,0
129,video_quiz,mobile,64.94601178614553,70.12967019590128,3.2051127950534624,4.406894471881346,2.9460141786669114,12.954931659219962,1.4592373202750566,1.1407023107316971,1,0
130,video,mobile,78.73551658419662,66.31378039329744,3.711975431736352,6.387008828563009,9.625580752851905,47.01423688511462,1.1367258561723905,0.6646437793822708,1,0
131,video_quiz,mobile,68.82109206551682,83.41318861970532,3.6232137692672257,3.1545321560815625,9.22814062337536,49.44815490088786,1.662783128547348,1.336761552721768,1,0
132,control,mobile,68.6157780387735,75.21602341929996,2.6453478814601117,3.259838554030387,13.112525906051816,60.62929539404912,0.24699682974966952,0.6038063933730091,0,0
133,video,mobile,67.67449330101998,98.17183407652468,4.444906244619172,2.223376097093096,9.688207720263515,49.492824243630444,1.8240569237938367,1.181155184618565,1,0
134,video_quiz,mobile,73.84813813874698,93.32039802919016,4.471230086052274,5.016990409043576,8.439453832770601,40.584471871726144,0.04741022068234588,-0.007987493575539621,1,0
135,video_quiz,mobile,66.46357918623316,81.86039372112924,3.6631532814342,4.09946144305783,8.437695892618667,46.87690490859488,0.5269092710562893,0.43682510406141273,0,0
136,control,mobile,73.07976087992235,38.44893366239924,3.188773078795006,3.03039663340937,12.168540434157878,62.49867322453575,3.935334790227856,1.6354199070727593,0,0
137,video,desktop,97.13282456881497,66.09403012775617,3.548593807127455,4.170481394978644,12.017517148599497,58.05008374885172,0.3042629290988499,0.38259046201418295,1,0
138,control,desktop,74.57112431942926,80.91750343673895,3.299057370700275,3.140001957496151,9.358081619781414,45.56890945043404,0.25193197810606305,0.22328790577419502,1,0
139,video,mobile,68.52796209361081,65.38978304759908,3.3564362319852563,2.72737275785033,8.803350042113781,42.876888467777334,0.7949111962279447,0.5133592027211044,1,0
140,video,desktop,61.658486174816794,76.40906254606975,2.4599624834177725,3.4166548634060026,3.0941043999784412,17.77183799076452,0.8545670818395688,0.5760109035429135,1,0
141,control,desktop,75.40177539811255,71.21714760000165,2.614189894996644,3.003030356990831,3.875053272625978,22.764201168022964,0.4981552983255704,0.4057110451476535,1,0
142,control,desktop,66.12615245400315,78.10731978309747,2.8808020488471247,2.28541219448246,7.493649889690795,37.7754844681952,0.31512920261709604,0.581039362487279,1,0
143,video_quiz,desktop,71.99553504822742,80.74793966456703,4.116867059759734,5.74462501090593,9.56836436101034,47.555379653869025,0.4000761139102501,0.10457817437623074,1,0
144,video,desktop,76.21286074917714,67.74223356248629,2.9506233826919104,5.682882309750085,7.627113291382669,40.223056478072024,1.7102929255814419,0.5133403174363951,0,0
145,video,desktop,61.15208440142278,70.11857144707477,3.711770962736449,4.103543534577448,5.457592456347218,27.342684800252908,0.18219839484233802,-0.21155071340592765,0,0
146,video_quiz,desktop,76.25970201918767,65.01762952000973,3.8712371232895526,3.350116302783788,9.889507992823951,50.38345179704092,0.186478079043733,0.2279414604772345,1,0
147,video_quiz,mobile,74.43612140340835,76.73451698926031,3.6443149388661036,0.1565359699869715,9.93458743044103,50.115545245699764,0.25876934800451357,0.30036216086615636,1,0
148,control,desktop,64.62319984266679,65.00831747502106,2.4378343256213446,2.2395458718440415,13.927700469235877,68.0619847125572,3.533170048695017,1.8051161206516513,1,0
149,video_quiz,desktop,71.8615264629673,72.80350983060815,4.367894849834868,4.910611955227742,8.9238480681922,47.34576644769146,2.861778262365652,1.9726490223115203,1,0
150,video_quiz,desktop,60.35466910257756,78.11766687919682,4.354546031493787,6.572385766235509,9.2960095245256,45.29632867281285,4.47083555715264,1.6593466539657604,1,0
151,control,mobile,84.60400748673925,105.92948695479939,3.6801325290733886,2.889957815486384,7.848747221620083,43.1193346054713,4.170208650075022,1.9085872887824742,0,0
152,video_quiz,mobile,74.64450621239075,78.89469347659923,4.42957293537816,1.622965718068809,17.811567035317932,91.41820284770489,0.0964560978351588,-0.052245951277778924,1,1
153,control,mobile,70.56329199216718,93.04615587159876,3.5744806728767053,2.5644873779384394,11.934187964466643,60.05834152398632,2.5286463206975833,1.5373944479687052,1,0
154,video,mobile,70.6925133547507,77.14654148095624,3.829247171796079,3.227771252422987,7.514941108962754,35.08713418586321,0.6378062405412774,0.5652932869701226,0,0
155,video,desktop,84.05154886452614,76.85546045631008,2.544954192839725,1.8674526363507344,4.090030401578893,23.80180620185309,2.508771858237593,0.9573220453128082,1,0
156,control,mobile,71.24667558463511,69.6252336356289,3.0325286723321887,2.844716882259989,6.133522443235838,31.298368500422995,4.395230737281147,1.7679760232502246,1,0
157,video,desktop,77.64653417020602,72.70037920257819,2.7405705229458612,4.692386758354132,7.242306127633494,37.9986685288212,1.8445421327505138,1.1769195439431028,1,0
158,video_quiz,desktop,87.14903648292396,82.04626890925617,4.921527245295819,1.2727925517094745,5.9145665141092145,32.526703340068735,2.8012761361138643,1.4329551878274769,1,0
159,video,desktop,72.23066281598241,77.2480461169498,3.5915917651761498,3.240359947199332,9.643905429529429,45.9795217170975,1.2261050719044122,0.7323441436083907,1,0
160,video,desktop,66.25891740394614,77.01777806930734,4.361853507291115,1.775695724535714,6.9493365495551345,35.4739436357685,1.1144590802850942,1.1184889004866196,1,0
161,video,mobile,65.40399540197103,63.269195833102934,2.9818066249296087,2.980850656713673,5.184979056683714,25.171042971137663,4.4462596768184275,1.9812684020302869,1,0
162,video_quiz,desktop,86.42931067551439,72.92974961142937,4.044878470464389,4.033520747743745,11.91275114728496,60.202733242432814,0.833629271206759,0.7798002018640597,1,0
163,video,desktop,75.73142646811246,87.40494289787435,3.7580245498253357,4.821206212509489,5.3768340243437684,27.79842367111657,0.15201646487895074,-0.03118200763249762,1,0
164,control,mobile,67.9813496938426,71.91997071314759,3.0014587126378918,3.2278543167909683,2.3400900621365848,8.373302527979392,0.3642096652250283,0.2137733269476847,1,0
165,video,desktop,82.78915503839328,82.95700835755198,3.7126736398499527,2.6165522985879477,12.811088058445264,63.59928133955127,1.6927304851396796,1.197440796700421,1,0
166,video_quiz,desktop,82.98365908541729,71.87848973199553,4.989298074025029,4.46916635713628,15.371224553841774,77.03542097543728,0.7820418279316338,1.0056750270412498,1,0
167,video,desktop,71.19481785674849,79.80926502928969,2.980851946200419,3.466066588663801,10.121021117749992,48.100455450086464,2.2236605287948823,1.4300269031044257,1,0
168,video_quiz,mobile,64.22450530331639,77.63672958152979,2.5172465076269726,4.276833769513816,12.059427760098057,58.826443714712354,1.1464718800288383,0.7199944618177048,0,0
169,video_quiz,mobile,59.43577119151032,66.54059031450983,5.060374483599993,3.9409093102306194,12.01415245511281,60.32003200678388,0.21695593057280754,0.23774320254042788,0,0
170,video,desktop,60.6488886325901,78.8913773912669,3.1250026580168635,4.113372067749104,17.06570662421029,86.70101836982909,1.6266941491540305,1.276489323503285,1,0
171,video_quiz,mobile,69.88010838523202,48.3048974577204,4.773499817733551,4.626002745917389,7.029085159730561,34.85201791114468,4.492584421599706,1.3807352467780332,1,0
172,control,mobile,64.85443242370566,82.1939428627387,3.5911479801624946,3.4332167408952943,8.637682703038521,41.790842406202486,1.077411755231676,0.3820211065365537,1,0
173,video_quiz,desktop,89.86779527844948,79.72141933146987,3.969987921180367,4.509865396005686,8.68280680973243,41.40569157159721,3.1820120692570604,1.6952351031851567,0,0
