household_id,region,heating_type,ownership,has_pet,stress_equal,stress_unequal,home_satisfaction_equal,home_satisfaction_unequal,indoor_temp,energy_kwh,sleep_hours,stress_for_corr,severe_allergy
56,urban,gas,owner,yes,43.17574178816115,48.985499153294434,58.80430905503424,88.40210270396896,22.334902785065456,182.8429386147604,5.972743339947688,56.71475229747869,0
57,suburban,,owner,yes,48.80042796771403,55.957465181254534,,91.29866236933181,19.864801422761662,141.80819198304505,7.467101057717,56.09478867841535,0
58,rural,,owner,yes,41.66846567694601,34.850553440006564,73.33222266407472,91.94675417673412,20.95062456612074,153.11911251539706,6.293479659183419,53.69837238347644,0
59,suburban,other,owner,,49.8085989742106,45.34948792218812,81.24037165480216,,22.686694476020307,166.18884190023647,7.5247103714370045,52.20497379611769,0
60,urban,other,owner,,45.14059233042537,42.18611408256727,58.978118924455096,,21.797700527841915,164.4299370294256,,52.24521392925469,0
61,urban,gas,owner,yes,46.89419886419434,48.141100056378924,68.00519391767848,,22.59512493205635,172.1894576510708,8.755633457255849,49.162955965497744,0
62,rural,,owner,yes,57.094857309267105,,81.02487450400824,77.2788682807628,21.552645401078287,165.9592231041784,6.031356567693881,54.98778413030743,0
63,suburban,gas,owner,yes,40.920482819568534,,63.4572576100322,,22.02689081321379,183.2999133871813,8.068659952573132,49.278770239977725,0
64,urban,,owner,no,46.87156047481741,49.415802231543296,69.35551268578966,80.91430719021302,20.987608716916906,152.30862880859536,5.540451647600502,59.22134343190797,0
65,rural,gas,owner,yes,53.39927978071931,43.95077190533799,,91.61411680583984,23.0347707032097,182.31002343639668,7.364329016511587,57.43416258190872,0
66,suburban,gas,owner,yes,56.78166724770209,,67.9170318665803,,21.961148895453967,161.79380188907777,5.711203923329744,54.928040803911614,0
67,suburban,gas,owner,yes,39.228660264440784,41.06330618332736,80.62880053302372,91.19954757468857,22.728964267977435,179.8760677483444,7.32370878638189,59.79522963926687,0
68,rural,,owner,yes,43.24648493708759,,66.23658190650556,82.0339107869843,21.116028487752374,164.02665003838936,8.209129664954046,50.154353775524235,0
69,suburban,gas,owner,yes,51.866123383567896,39.83409274135469,75.8529350427503,,19.807984402217865,154.55629402761883,7.170910926527984,58.34260690867803,0
70,suburban,electric,,yes,36.817061029967945,43.10609089311142,76.68962924337406,,20.419641103269004,140.1494113252592,4.209842466583285,69.0815581575687,0
71,urban,electric,renter,yes,60.3214735491865,38.187901821019665,69.8323429766414,83.68543751035862,20.725489217943082,161.8462352285611,6.568663081242889,55.75809078609144,0
72,,,renter,,52.209569603705575,74.65620077763005,68.31467325078076,,20.881571968329325,159.4367830685593,8.599112435594728,45.47348768309558,0
73,urban,gas,owner,yes,52.022070086186204,,67.70043749106709,93.24872775142126,22.60576619652481,173.92271963269866,6.20003111745753,56.156747678802965,0
74,,gas,renter,yes,45.30439611672755,39.9032547350157,77.77103089278702,89.6268904572954,,146.08961935971135,6.388911278187511,56.05360130002876,0
75,suburban,electric,renter,yes,43.50116486335638,50.9943354558211,77.67676625600217,,21.63346075351071,166.18629589787633,7.687470970541677,58.41668028200505,0
76,suburban,,renter,yes,69.26235584003446,,70.63318845451818,,21.673966454015222,159.98594172311522,,49.322957083348236,0
77,,electric,renter,yes,38.92871721850016,61.4098280049269,74.40609425387373,80.0425158875507,23.62068887126616,189.55679446701447,6.82485779319236,60.874069736874624,0
78,suburban,electric,owner,yes,41.285758038071506,43.83160980608762,,86.89246951891656,24.013646344393806,186.25364383075154,8.135945027346082,50.05082808192896,0
79,urban,,renter,,,,,,21.13267053788673,135.86259549888612,7.435394252679422,53.90110280730862,0
80,,electric,renter,yes,51.965899379286874,64.95276060039298,71.19404225073775,78.23795904627299,21.46401188703488,164.45796590951178,7.762714469163493,50.34942565816877,0
81,,gas,renter,,59.43753720941347,,75.18229264141229,,20.947633069923157,159.38936426361474,6.402359348050603,57.57026799310369,0
82,suburban,gas,owner,yes,51.262044885437156,40.941770114388,63.80303423075607,,21.230078236312114,169.3143287281767,5.952121609695049,63.16843778433099,0
83,,gas,renter,yes,38.95270005306594,,63.05357668029922,82.84967210615089,20.565092635261895,149.67604946167668,,55.08008431180152,0
84,suburban,electric,owner,no,46.39202955362897,39.159233936712496,59.3751578252531,99.25699255659323,22.140292609121516,169.66225368154386,7.371667492538421,51.92997336377395,0
85,,,owner,yes,52.27502886497036,40.98402754138916,77.94167555529472,96.52365495337479,20.621969865606626,150.18267322298541,6.600165560389515,57.11740371025351,0
86,rural,gas,renter,yes,56.67818399372474,54.83236870058311,74.4589846186114,,23.29364998443408,171.15907664642168,7.923257873717823,55.19082925318935,0
87,,gas,owner,,40.8468828859439,39.18921955158392,,,20.010474613332693,141.65591968045183,6.519224070191973,59.41749074088365,0
88,suburban,,renter,yes,39.34421189963791,38.86703916962634,88.01153549645315,,21.668141171011122,168.28806542048352,5.484263163103995,58.29693014480849,0
89,urban,gas,renter,no,34.859019981620904,,,,21.6843808132111,153.48851747714374,8.150657678620634,43.83704767362132,0
90,,,,yes,58.016996285782646,40.731627777978126,77.65717795367,,19.263614671630425,151.13669332809107,9.260748705809652,44.80337676490722,0
91,suburban,gas,owner,yes,,47.46123061319678,75.59502474285942,,21.44767687029155,147.4885155644118,7.0759084106085215,61.697794517344946,0
92,,other,renter,yes,41.636508928308615,,72.39237055874531,100.89640429684754,21.856090538107654,176.0142738167957,5.923663073118465,53.77591334012939,0
93,urban,,owner,yes,33.0380464504274,,85.01416919309422,65.5452350107183,21.306910496818443,163.19717181588274,,46.96970822028129,0
94,suburban,gas,owner,yes,47.16329963036527,34.53522729144869,73.08554373652842,92.70550321504507,21.319557315618532,168.03519520383412,6.279345453136163,60.37978529290641,0
95,,gas,renter,yes,55.85193654091915,73.7365297275235,68.69637431767471,95.05839013211543,21.20596718669128,161.68584752225746,7.0809105809386335,57.36822528818784,0
96,suburban,gas,owner,,33.47496607087414,58.134883585658116,77.56725490718298,87.1449469274029,19.463770870592374,140.11313167443345,,49.830327125816595,0
97,rural,gas,renter,yes,48.00559546036489,,84.77901192981865,89.88788004229207,20.482466277813003,156.7697335225558,,57.158243835107335,0
98,suburban,electric,owner,yes,41.65638527546658,,66.90312560974863,77.53850131256466,21.55579333574939,168.54898513947455,7.125331270156315,54.619524146751964,0
99,suburban,,renter,yes,39.21405832004221,,,93.78095290151185,22.203070171138382,168.71622640579153,,54.55898055107306,0
100,urban,gas,owner,,46.98850647399154,,62.97859969743699,91.89309727330993,22.491383138171066,182.52716749079798,,45.310323591074415,0
101,,gas,renter,no,35.14796772897159,,73.78567797146712,91.13490138932002,19.77620064328616,144.7887787932361,7.986349638062551,48.21229355256694,0
102,,gas,owner,,39.0197399344147,35.00772192587431,59.70789439640042,,22.772523350073385,174.27099338290967,6.116016726733522,57.72634297835391,0
103,urban,,renter,yes,56.91450429656192,,64.31590705429254,,20.5200510409136,171.1936160589385,7.436792035327762,48.14494594381208,0
104,urban,gas,owner,yes,39.68016113775293,,71.22139136050484,92.91128081588616,20.942389392261997,148.71257160193966,4.749711863445614,60.484253952083485,0
105,suburban,gas,renter,,39.50323595719588,,73.07225852102977,,21.604316652518225,165.57469563368173,,55.205161552564654,0
106,urban,,renter,,47.04631752200867,,75.53966576852608,82.6535290703745,20.20702714992259,158.97927702670415,4.7971422636486345,62.99252446633348,0
107,suburban,electric,owner,yes,42.70072061641034,37.547436597201305,70.636656335168,88.11433260456403,22.03157301326452,153.31323636752535,,46.452046669611164,0
108,urban,other,renter,yes,63.410299865947096,72.80109103091701,64.00811341886566,,22.886432487045916,184.53371632519855,6.706289898186365,57.433708185313705,0
109,rural,gas,owner,no,45.053755915194095,46.759173009256564,,100.60064797907087,21.615127569891566,158.32552317835382,7.549359220227812,54.63141895345781,0
110,urban,gas,renter,yes,51.69954392644518,44.83916865969144,63.753811589947944,,19.52734971124941,137.6067934041893,,46.50987858040391,0
111,,electric,renter,yes,47.279299361837786,79.7887381492107,73.97676761225523,,22.20721313946755,181.01742634819917,6.759950373307987,58.354848347756544,0
112,suburban,,owner,yes,39.513750709744706,45.17239167003468,,87.86893008120586,22.755835546662457,172.2629906837809,6.5983762172837475,58.34527587174435,0
113,urban,gas,owner,yes,57.90103666620038,47.58387614823481,61.58863219190436,,21.101543260439538,158.2987469908992,6.130224149542469,64.35347055927066,0
114,,gas,owner,yes,48.34856653692184,58.94436706807872,76.9498546345259,91.10201646121455,21.86303252433475,161.9687508889183,,52.31422394664503,0
115,urban,other,renter,,47.28872469200648,33.78640196249995,69.15621877581083,95.38889015381292,21.216114583942183,162.57163351474904,8.151979810643338,51.0322970138037,0
116,rural,gas,owner,,51.15087286496572,,88.26387955807829,90.61680084802664,21.737225954972363,182.62589109066985,8.144313754803495,49.60212918201253,0
117,suburban,,owner,yes,51.49696144163345,,,89.85229849623248,21.540409389922058,168.6171299071062,8.665087654526587,44.61603323594725,0
118,urban,,,,,,81.97393891849008,,21.391307456858637,158.16638396248317,9.073789902150278,46.12069136093093,0
119,urban,other,renter,no,67.54466867131183,45.805555048701464,,79.12011967988182,22.027289640635885,172.29778974528125,4.809403807955452,61.88139654846128,0
120,urban,,owner,yes,36.09431138112017,56.86383811814628,75.97241536457234,93.67792049341861,22.35820287244421,175.43636638151162,,49.46455661478089,0
121,rural,,owner,yes,39.87618152855753,38.48956020479897,,,19.925727536983093,161.72467515729676,,59.54349498882155,0
122,urban,gas,owner,no,56.14647769009243,55.31301408520134,,92.56308422872416,20.89859685577086,166.2862950599294,,53.295064407273784,0
123,rural,gas,owner,no,45.458757472932525,50.6051821216535,79.02763711791597,92.70059286559508,21.830864070555084,155.51692821214897,7.029843133195989,58.77601914273731,0
124,,,owner,yes,52.25726755215719,50.64205503720693,,,23.110507621255774,184.5619186927081,6.610789290797915,56.88495756724496,0
125,,gas,renter,yes,50.83894644087972,37.292708264542505,75.35548169745564,,18.24603361355104,138.77463766772797,,57.429115930850806,0
126,urban,,renter,yes,47.56478806405995,39.016898039439695,78.02785410472465,72.93301457125392,21.47600072901972,176.04125286709635,6.41873720946,55.167668451029584,0
127,urban,electric,owner,no,35.407848031651525,43.33375330051987,,79.59272589965659,20.93637727469905,162.53619390542576,6.467939037343417,55.036069041314256,0
128,urban,gas,,no,,46.48617022718783,,89.33745510909289,20.95780908000077,164.89676039643746,7.650985399010832,53.318026133746294,0
129,urban,electric,renter,no,45.14095969295772,,66.62448581598514,,,182.771444774936,,57.24264861421642,0
130,,gas,,,48.61871020796047,46.11996409948251,,,21.945886500956455,156.39893111252476,,49.34738216985313,0
131,rural,gas,,yes,47.12562948120488,53.23687199982593,85.2446475080743,,21.69822074532351,168.40440216783745,7.448806594222186,52.38701710774999,0
132,rural,gas,owner,no,38.317683867061014,,83.65568678129519,,20.204843139207668,161.6159377145185,5.659408493809069,58.644198818355214,0
133,,gas,renter,no,49.635171463828875,,,,21.579753062513454,168.44198432463355,6.28635811696156,56.17984395405697,0
134,suburban,gas,owner,yes,42.459168058711185,,69.14164770740955,90.23573289740413,21.035505051460724,163.94829029692812,6.614796060786505,49.37465170382373,0
135,urban,,owner,yes,43.010193472272356,42.585725757122624,53.69495244483209,108.11804401818124,,171.8047350945432,6.819039717960355,56.85932495716926,0
136,rural,,owner,no,46.32941106524867,,71.34334888823898,84.06458679437884,20.9192391000333,165.16487837100172,6.033761834833819,57.03908194030595,0
137,urban,gas,owner,yes,50.40977692829194,45.500567146494134,65.09523992296799,91.42125160664301,22.477617767887402,166.61830237847792,6.590511376333066,54.205657975358015,0
138,suburban,,renter,,45.70069568940371,56.22518684712122,62.16667248048679,86.24880363206368,21.363624518651207,155.19808723945644,6.471805281761401,53.70410780193721,0
139,suburban,gas,renter,no,40.623960950050176,29.290075160966587,77.89399338245049,89.03120403462482,23.353673455432453,181.10726640226903,6.875356713330521,55.049070508474664,0
140,urban,gas,owner,,48.17104574577537,37.383969930329975,70.3021700027115,88.69347458687517,21.945496861928383,165.23205534423235,7.520031045083396,52.81121346783943,0
141,,gas,renter,yes,56.59510979515958,,77.36646871686503,,20.526571263164293,146.2229537972178,5.709301114942514,58.9740214445498,0
142,urban,gas,renter,,56.70635021469426,84.166264473577,71.82262742695424,92.48289617068603,24.19298753205132,191.12989297102004,6.55138706261492,57.21239619228894,0
143,urban,gas,renter,no,47.54342815356487,,62.28732188483547,88.94021278232475,21.756595209545985,159.08734233682057,7.0143711722872855,60.928448944849386,0
144,suburban,gas,owner,no,43.03282353253523,39.47284091390567,70.56286029198057,96.42939242233408,23.465015464081507,179.81251359486117,7.616454141901373,52.048562480255896,0
145,,electric,,,,,69.97397141245945,78.28202438598875,20.71267543620264,158.72580495398358,,54.87694422227613,0
146,urban,,renter,,56.04161347893249,65.97741625548262,70.87059411470419,97.50009495360486,20.845884104941135,160.3559812184002,8.705516125852197,47.12093707598055,0
147,rural,,owner,,51.70290499809625,44.85851852578532,75.60304156264891,,20.101272240202775,158.86711646551788,7.757412331852484,56.80000319318437,0
148,rural,gas,,yes,42.588924675992004,44.365499464964344,80.70399720434943,92.55080905841382,23.772740914812957,188.81794011763571,6.556764728628104,50.77321464384191,0
149,urban,gas,owner,yes,59.98610663895788,41.92873392033012,73.97591229070166,,20.698082154572894,153.46379425607765,9.003854778432155,46.335224144791766,0
150,suburban,other,owner,yes,39.79396579495612,35.07146850739176,79.81645867501035,86.28806920636379,21.27438499274506,165.6637718545764,7.635180087231751,48.174858533931236,0
151,suburban,,,no,47.474530293437894,,72.4382951639514,,21.703586458440927,170.28988773679598,7.82049100216912,57.02235686451172,0
152,rural,,owner,yes,46.71574286849487,43.267902560846174,,96.53597500959415,21.903007921763546,172.19996400747178,5.222320454588125,68.09892311207871,1
153,urban,,renter,yes,51.4894700068282,48.02710880463482,74.65700086631799,,20.61576374891153,162.86880133181893,6.44453008104851,57.15315632760544,0
154,suburban,,,yes,39.022243679910076,67.50240329671233,73.08725754907256,85.14376613728163,21.731041662857702,160.48368306843557,5.975158556993287,65.5594634362522,0
155,suburban,,owner,,36.34118961774181,47.194454109558,70.18294574255512,,21.21515754905492,148.30991462822917,6.364018568999644,58.23480321087858,0
156,,gas,,yes,58.79725080732145,,,,22.30993723420067,172.30934993274275,6.119433132914983,61.754721566996565,0
157,,electric,owner,yes,22.431765672763163,46.1387523154289,66.33494546884423,81.68480441925999,23.049114247800603,177.27712824496228,,60.354611200485195,0
158,urban,electric,renter,yes,59.97934161816365,35.27212339245082,86.16752161857268,,22.705782527771248,186.09316451385578,6.781888679752282,53.54943873914896,1
159,urban,gas,owner,yes,49.368320606876644,45.280183973085016,69.83189504205278,,22.184272075517384,170.0656715705122,,51.68943219309002,0
160,suburban,electric,owner,yes,36.83992431230931,49.70607962708431,84.36372097452079,82.84712768824295,24.144462081718252,190.29081972661248,,55.51153809671576,0
161,,electric,renter,yes,,,,,21.059772095396998,159.2128066466511,,61.90763402894406,0
162,,electric,renter,yes,54.54260731388931,,84.50681216499817,81.34771548713113,,158.52815835190825,,51.33998622153041,0
163,,gas,owner,no,,41.8639131709776,73.39329259592355,94.49948282685394,19.992519040547418,156.87836851349826,5.277109964685942,63.68765771422254,0
164,suburban,,renter,no,63.22772469074364,,,,,157.31190065159743,7.319426690558357,56.64216763433041,0
165,urban,other,renter,,45.83325449743861,42.54051779149977,69.54246486258322,89.11918447911978,,166.10615364031054,10.507697995142403,42.637975248563365,0
166,urban,gas,owner,yes,37.95855268938098,,66.36777772919955,95.42825079433484,19.80078584299913,156.5313762359117,5.775032866293166,57.043903846234755,0
167,,gas,owner,yes,41.31318511870439,46.70442642873277,73.7238005017236,88.45234299332772,21.08156591702064,159.3471215650539,,51.37174938274197,0
168,suburban,gas,owner,yes,48.12471995062302,,67.42139750941053,,22.235087136409625,169.9554424479424,6.784845613715189,53.174864347584084,1
169,rural,gas,owner,yes,49.75547982660862,48.381449769339234,70.96424099518393,,20.600820638274964,148.90583162566423,,43.9632549410309,0
170,suburban,other,renter,yes,53.102479590958495,,87.14380004817153,99.36785698349816,21.111302629995514,166.21512436170985,,62.77884387609977,0
171,urban,electric,owner,,,42.54486332873288,68.6051911693566,,22.87940289789792,175.36411155481946,6.6874836015862025,55.88587915157112,0
172,rural,,,yes,,79.03930275856602,79.82181029352529,84.38264658728944,21.847159217943208,170.03432819389712,5.983219913994209,60.59806444660205,0
173,suburban,,renter,yes,70.63820883927562,,73.46939505370614,74.16315909993759,21.845331014422623,186.43380238084208,6.687078074817087,58.89441174585233,1
174,urban,gas,owner,yes,36.37726289960605,37.800031455239505,88.42630399764101,85.28896663163428,22.840329783892138,173.0424497888718,7.312539502696731,51.61437146374835,0
175,urban,,renter,no,50.452185357092056,29.89574885934118,71.54706387659057,,23.083805924032212,191.75525260906358,,66.51785289107009,0
176,suburban,electric,renter,yes,49.206011494896906,,,,23.591451698127234,200.96965430045506,6.95713690348842,60.214412067559714,0
177,,,renter,,61.05592402402672,54.653985297684486,,,,168.84317114848807,6.330910848763134,62.00770297004581,0
178,urban,gas,owner,no,58.44147154526747,,59.03889518281193,,23.06464802286101,193.59166141765454,7.8219287406765385,46.66081912810146,0
179,suburban,gas,renter,,47.48421077924081,48.97881961947349,79.79974849554159,,23.322477715580852,190.6112869453193,,61.80420636758501,0
180,rural,other,renter,yes,50.598239635629554,20.613398062306715,86.19296889707545,,22.12832103476192,163.85363694207936,7.094607872868607,53.12848189792134,0
181,rural,electric,renter,,44.57439565413226,43.68017270997018,63.45173989528928,,21.528792197798957,164.34290496173202,7.925547501076336,47.55186742954213,0
182,suburban,,renter,yes,48.72788215496666,67.24314092469393,,89.4859113811921,22.00827279621575,171.21657990799332,,52.449207701983255,0
183,suburban,gas,renter,,50.8156319500813,71.2203833078593,67.717211163435,,19.679843519087687,146.8790459279788,7.789232335507749,54.797955894764534,0
184,suburban,gas,owner,no,48.576126436462715,,,,22.547033284021236,158.36968625066297,6.772515662897279,54.39864079992694,0
185,urban,gas,renter,yes,42.1774712590476,55.83873813603006,,,,149.90299834556598,7.347942184819904,54.80702376883537,0
186,rural,,renter,no,44.56772436880981,65.99679840129049,71.53881992569617,81.13778788729132,22.987482996400487,167.79987183378606,8.277108196615206,55.17359023687381,0
187,,electric,renter,,56.84916981035004,73.16013880632201,,,,136.36989377804832,8.114798929202234,52.31765524677577,0
188,suburban,gas,renter,,50.32932849411474,46.47978705356822,80.94176129868035,86.70658259796748,18.961747086283506,156.19041387345652,6.115433169747303,55.29339752231789,0
189,,gas,renter,no,36.64395272544094,,59.67565447134935,,22.092766571431977,173.3739267158753,6.659995233768661,57.04149450874988,0
190,rural,,owner,no,50.92065160176384,46.80356216556239,83.74298911466394,81.12449027729888,19.701221740847448,151.14799347972027,,56.922873835307264,0
191,rural,gas,owner,no,46.3190759433003,,,90.4598827906727,22.05322584278807,182.2707906346131,,59.10477060831956,0
192,rural,gas,renter,no,51.82499396804259,59.57391632314853,81.353247576561,91.21862122461043,21.302625926942355,167.0604900142917,5.239303799233965,61.386644730675094,0
193,urban,,renter,no,45.57049748978707,,70.06745646988756,,21.039275814496058,173.20669430891894,7.296535859040297,51.429481787630834,0
194,urban,gas,owner,yes,,,74.61448306221328,89.75211943554166,22.154372462153727,169.0342061026554,6.8721124075160045,48.421957997811724,0
195,,gas,owner,yes,30.19150560527608,,94.42343524321196,93.24132242311016,19.40048089171117,147.65024971271149,5.954798810598987,56.3074873468431,0
196,rural,electric,owner,yes,46.73555213390012,45.79900561781954,,82.4411287725998,22.30142036635039,166.75495154249134,,44.73412890976794,0
197,,electric,renter,no,51.3970406732716,24.60948498702176,73.63785679818163,84.98325323604517,20.810906047212026,165.690102456348,6.513778859749805,56.00122795274065,0
198,urban,electric,,,44.20971850392849,,67.5901130871269,69.84978569210944,20.471245612476434,154.03387239904976,,55.09027440702222,0
199,suburban,,,,49.170364443512305,64.47017590313752,79.74050109525892,,20.643483023180632,154.25010615011252,7.133261150451066,57.30311406745265,0
200,urban,electric,owner,yes,38.85968282778556,33.19665316031041,,86.7459846634914,21.26415411058755,173.59512768978,8.246167561286494,45.79581975149317,0
