employee_id,office,department,productivity_equal,productivity_unequal,engagement_equal,engagement_unequal,desk_temp,energy_usage,steps_per_day,resting_hr,critical_incident
23,onsite,support,64.901945482441,74.48137816835553,68.39239381039245,118.69734342990921,21.32475760281659,168.75912686737556,6723.44815960374,69.62586392429573,0
24,remote,engineering,97.6732499298186,83.30947304466828,73.80789735247092,76.45442977447806,21.0479012507183,180.3019977099379,11414.157587222544,61.67090574780161,0
25,onsite,engineering,84.60933096438484,78.48599530212302,70.87577649224974,,21.56055284107632,177.76108956192874,8117.457161535174,66.6236594738191,0
26,onsite,support,79.5085825864103,74.01244030893103,80.44844497909331,36.31592106709918,21.99117400420392,178.95526569357403,8614.316854072296,69.34393975098804,0
27,onsite,engineering,79.26066168834963,67.69799478100065,64.00235935515386,75.41603699755572,20.70121162485903,172.04115817890718,8974.388064683535,65.97199540701524,0
28,onsite,sales,76.70101004224101,,73.25370999853001,72.5658268068295,21.756024240734913,173.49966984878154,12586.945662351456,56.03298244611821,0
29,remote,support,75.04389144971688,79.11250850175718,86.05034090444002,,22.108777745207806,178.09247106651054,7069.525447520602,62.49226952983654,1
30,remote,engineering,84.18940347091427,91.35422697786652,70.64423821930201,91.04675186750788,20.712248286166304,173.76909422532722,7499.758051705989,70.16162542691318,0
31,remote,engineering,81.85869468466484,94.87083605229,79.62278026680436,90.59761955942204,22.235687661370637,188.74788909875863,8442.711576860027,68.58374467789419,0
32,remote,engineering,92.8671454180185,56.574782450208815,62.6793392277538,82.14158749581476,22.202520028257595,186.44465663000608,6380.304983048526,68.05964395095312,0
33,onsite,engineering,78.09637222599258,81.01877020749119,,60.045389223762186,23.059879968559517,192.48505185858627,5900.193853204346,73.0501630879296,0
34,onsite,engineering,79.08819577018248,68.08048979040754,74.43207995708875,71.89657857551342,22.172078817522568,188.4389976552961,7826.922493104756,69.8774612311767,1
35,remote,support,74.57835855203122,114.93863434234765,71.30137209894373,,21.62983755572138,180.7526777025435,6308.749165987314,71.80591581594724,0
36,remote,engineering,72.8681377420746,43.580394439838095,,,21.75308042600649,179.03851585757613,5264.110179519476,73.05886269308249,0
37,onsite,engineering,61.177506829542516,65.50339085832125,67.15172410132558,77.4995958539259,22.675814898014565,193.61735315209154,9294.758583857216,68.94242303290669,0
38,remote,sales,75.8995969165009,69.75495584390896,77.6018066485054,72.53633924979742,22.946012704994626,182.39689385003956,9856.759206152956,63.72618451210724,0
39,remote,engineering,68.25482563207252,117.76610369914586,,78.10047156899395,21.981446462767234,184.49184699483317,6939.453327182281,74.77907239368464,0
40,onsite,sales,88.71861776455899,71.15439503261669,77.07379892387195,66.2664875299179,21.54739114550551,181.95556851450456,7822.153927835089,68.30275951337377,1
41,onsite,sales,82.50957084335228,73.8103950516501,72.19986862958321,,22.062026788674178,182.4342251201423,5863.728036616805,76.19203756644055,0
42,onsite,sales,69.77764647766328,87.48295668162362,,65.62563346487687,20.327500202730814,185.905314243328,8313.787434232105,69.70366872891678,0
43,remote,engineering,92.26331867598574,,70.28029504977104,73.59186347950826,20.967248255580074,177.41733389723174,5936.433154403852,71.12538299223515,0
44,onsite,support,75.58076974285468,,73.50502081315908,79.4778760358897,22.487471908497877,198.2175827714561,7427.229318754308,75.40836541326135,0
45,onsite,sales,62.5440771744382,,65.29634360044051,71.07738882477588,23.68815684759969,197.56531644265945,7799.032964369545,66.89428935292797,0
46,onsite,sales,75.29786846608471,77.94310086413913,75.2455560036534,68.88029692077868,22.620162706040144,190.3022152099623,6011.491743801392,66.94611417984329,0
47,onsite,sales,78.17135787117981,79.20557026885304,60.01002691070042,67.34255506955556,22.97714220625358,181.65656732688473,7563.274582559178,70.24101703129419,0
48,remote,sales,87.67094534114321,106.90313365695675,61.63913824264236,69.73880301954506,24.120259169206644,190.06152457586126,10158.64742394782,63.67880052094471,0
49,onsite,engineering,83.87170589457583,70.15371557764222,69.26315700299938,70.28835107167627,22.833320151569747,191.7211321672675,8122.297702826008,66.97266542590891,0
50,remote,support,79.52325216863055,73.20699855471705,80.41177672984824,60.00205178378641,23.43921488543612,188.202665600752,5848.520413828268,69.636598597587,0
51,onsite,support,75.40166634965311,76.84482725160663,75.6731392458138,,22.241196848197948,172.15135437060783,10937.420949584455,66.40757983075531,0
52,remote,engineering,75.56890088232298,71.5760485282975,81.57721160408035,58.45604324330792,22.77083740637162,192.18724395169073,8193.685753282767,69.37453149488458,0
53,onsite,engineering,73.3964303123614,78.27439562452793,69.61456538869984,70.68952301594257,22.283042542501335,178.64087255067065,4488.40483340896,73.25732886324461,0
54,onsite,sales,72.56866320777246,71.72589075818159,71.12835398351152,72.42777971262913,21.986208865051655,179.6170519656575,5291.886365850792,66.11332683384578,0
55,remote,engineering,90.93029407172153,88.28474539434946,71.50791893196849,80.96752564291137,21.190613098923958,176.09464593837143,9575.359473718745,69.0685896055559,0
56,remote,sales,89.62521952171703,57.53146521226629,67.11646827458358,,23.94514475208453,191.58996627708163,9197.062679860548,67.03338665652528,0
57,remote,engineering,73.52790486961152,72.26726679826804,72.74745520963249,74.94632826418275,24.450380852083597,195.55437496005948,7889.789513795073,63.465353323614096,0
58,remote,engineering,85.44839992532484,89.294713485578,75.16985988082645,88.07301624622089,21.954255546846454,190.67425497769455,9610.554214714264,63.636316062151565,0
59,remote,sales,81.3634937125106,72.60839465721786,65.59893472494412,,19.990382780761195,162.76746529811098,5823.266719919952,68.71871935818426,0
60,remote,engineering,72.67264426026568,92.05893666864978,74.55233229225662,73.88053436606094,21.345820063932337,175.8926800231095,8011.671316993171,69.34950838631364,0
61,onsite,sales,75.30246177804506,70.69485566213552,67.29755553882462,67.39642331192849,22.195210678199558,179.99842406523547,7447.1128538167995,65.2932304505522,0
62,onsite,engineering,72.72398372310533,78.13215371944368,76.21438005161907,,23.57168275329702,194.9826382647743,8550.610771642376,68.08211627818339,0
63,onsite,engineering,79.65698888954827,70.61095096547561,74.04712140138751,69.46634621999547,22.031342367931714,178.92710464583257,6434.7646019341055,70.55248174160057,0
64,onsite,engineering,77.62577119646629,68.17097657701983,78.67824005691782,61.51096676776666,22.156225209986488,181.45945008857623,9459.779288365442,60.5697052103036,0
65,remote,engineering,80.15820279325524,69.98479343505632,79.80534187077342,81.22343391180506,23.100028197106692,179.8426535815959,6760.060065220602,66.73756041597758,0
66,onsite,engineering,76.85947554624812,70.18516558338865,75.72674743527257,62.336229609510646,21.45206825295613,180.0783669927473,5314.6567898509875,73.87953627832545,0
67,onsite,engineering,76.23374946406194,72.82189082374427,68.11815281243028,92.45044222413881,22.157812302322228,183.9478782406964,8538.617001813955,68.48352382846396,0
68,onsite,support,90.30662499886706,77.52129932697434,68.9022607186409,61.36785367772842,22.114398319009556,186.46266436197658,10626.015275334532,65.99950086074197,0
69,remote,engineering,81.0217574925898,92.89368194877136,,68.34623667915383,23.58227895097066,191.0077551326035,6531.2222535718,69.24920972705243,0
70,remote,engineering,88.17508843532225,100.28866286964775,69.68428796674742,70.49385996341466,22.385274267644796,181.04671592006488,6144.198980358521,73.49102576083132,0
71,onsite,sales,66.39781162962862,75.4530866750427,73.41797260966854,70.57986317918679,22.65142570702306,181.93110120093266,7775.921140634711,64.80276944980551,0
72,onsite,support,83.06841888753101,76.99913608320215,68.2437860830703,,21.404495020081654,180.78660794384962,6595.7993310516795,67.95975186470312,0
73,onsite,support,64.82312561725057,87.27173677557525,73.96369611592534,98.7427349444846,21.577745542197313,178.87209412565085,7695.71973784389,72.79932738337658,0
74,remote,sales,83.91670725469754,59.19791594028149,62.60196224427346,,21.27606459442956,189.11786130667616,8880.854980374934,66.38877384913872,0
75,remote,support,68.70305839571839,77.78599321464384,,84.7225540549136,21.151224213503333,168.48692951565425,5399.406646432641,69.5052325364115,0
76,onsite,sales,100.7235641355665,86.0545556463374,76.88140870964347,70.46132711605229,22.564606368310756,184.9141697394325,7123.137568640503,65.4723054731876,0
77,remote,sales,74.6605433243797,67.30637278326455,66.23039281112575,64.66656788906255,22.712058060446065,185.77426945858016,5866.035312568645,71.58013971370944,0
78,remote,sales,81.62849467983723,81.83908730123984,70.9916367264656,62.05864186100898,20.530368144125006,176.8163261925443,8677.659051534723,70.06454376047203,0
79,onsite,support,71.83238520069138,74.48130763637435,78.40480071142211,85.65370510444309,23.354851538704764,194.2492787480056,8600.070140738775,61.482537698818206,0
80,remote,engineering,69.26989550607448,61.52596951868102,88.33805354441428,70.4401918257042,20.698492902763707,174.1600623781103,10391.103374556125,65.39677238303028,0
81,remote,support,88.63505469673595,92.874320101541,73.30630688157262,76.6550982773496,22.65406002894469,185.03450599849296,7145.583096427414,70.63778866762642,0
82,onsite,engineering,75.03726168094889,75.78460252790805,63.063158863945546,80.5908967814227,21.966674577196247,177.7155572402534,8811.625585740505,69.26364395300529,0
83,remote,engineering,73.80000523247527,81.56875488982038,83.23502119326469,85.04737189410788,22.62378762608467,191.12760453082902,7087.92028686405,69.75276079160005,0
84,remote,engineering,73.35429689382255,73.51793929355051,,82.59091599041145,21.34263143310308,181.98616660495426,6065.724969387284,72.31816252153581,0
85,onsite,support,77.10522859828905,81.81399936346894,67.35123906631466,79.71869912277857,22.807410464336044,182.18852083790878,7450.252017236398,70.36966507399218,0
86,remote,sales,77.5613228988738,78.00772027990539,76.84721320180641,66.91468767164804,22.550491665048987,185.58188099870398,8352.296552516287,71.17562000670627,0
87,onsite,support,79.50229082145542,68.06754001362657,,81.27787088404376,22.482206574118518,184.65016706423938,10259.84641953299,67.22776631829508,0
88,remote,sales,71.87993075802812,84.61946768171435,66.70498849671786,73.68354252526565,21.911662424536065,184.5598352163109,7669.427067892149,68.1336305952489,0
89,onsite,support,66.93699685862912,77.53689706102239,82.34737299475232,,21.914951553331633,182.8019837195667,6162.2765331040255,68.28404380341978,0
90,onsite,sales,88.43501191370014,86.31936522844813,75.24257005381935,57.74277662189564,21.33823047245436,178.07178337495358,8920.776276909943,60.777511403372856,0
91,onsite,engineering,74.07750573604591,76.19276417083033,72.76216824706731,,19.946282497856295,168.9662156510532,6555.33504335683,72.43216136970854,0
92,remote,sales,72.94858804322304,43.77550726049667,71.70730254446981,75.25437769816799,21.144936150030077,174.91663323038742,4271.530741980152,68.01639161908216,0
93,onsite,sales,79.00892083802495,67.57694435174288,65.16764295940385,70.77991896836117,23.10223467792005,191.5946652925922,8148.122750453817,66.68413292955867,0
94,onsite,support,90.57922272047963,64.80456504698505,76.99019437959488,84.80836161796908,23.06466726139623,181.2745943470805,9547.763183860903,67.90504972723454,0
95,remote,sales,95.3168827349425,69.43877622667928,73.37633187025216,74.19346362530327,21.10016308270059,173.44250824595417,9064.541503380742,65.30224829541169,0
96,onsite,sales,68.99074925923163,,74.92429790681585,66.85421648243889,20.804792431935823,169.08749815349933,8023.149853804806,65.8514440403886,0
97,remote,engineering,83.32277028215317,58.49905760412905,83.59973792560592,67.62176660944621,20.78047683502476,172.47608370444425,6319.741960542817,70.45290723956008,0
98,onsite,sales,85.5924931503505,75.09875580992109,73.72990347355775,68.1701765213118,22.076352469721314,192.15737109000057,8797.724385485493,67.57958216128242,0
99,onsite,sales,89.19644100060673,,85.34787413138345,70.03712118535329,19.89306481336726,172.5815867554972,8930.498636443992,66.07340717065645,0
100,onsite,sales,80.01718547730178,71.27430542732472,79.76289210066851,,23.395746210911984,192.02184295151793,5626.002483158663,70.20912360690936,0
101,onsite,engineering,71.49778029806778,70.05159287298527,85.69059444792642,,21.335199444539604,171.94519580879236,9133.110795706529,71.74094415160091,0
102,onsite,sales,93.00106724583887,71.43855151470117,71.88144562599042,74.69432174050293,21.53945533188783,174.48758166999588,7453.204042190119,70.92019364857924,0
103,remote,engineering,85.85731653841889,77.99554310740581,75.91451953401578,88.26197704305616,22.1290571112831,177.99347188442934,6160.266464789451,66.19232309332708,0
104,remote,support,74.94399349448007,82.80410701245269,68.00796071178223,96.36206569997148,24.192866453403518,197.85077189320626,8824.250278001853,65.3317395826161,0
105,onsite,engineering,85.93460162932348,78.16536048168255,,71.58647382332823,23.157542347986734,186.48391274873285,7934.915723576744,62.33856314286838,0
106,onsite,engineering,71.89047147288767,66.62460398661827,80.61437972563203,80.06179521338902,22.248837404507032,182.40670577548414,8254.490459726461,68.97566322438873,0
107,remote,engineering,74.5855485787308,,61.21492233386732,83.49294110676502,22.969736818585726,178.39114807339928,10687.770284580998,61.93208765720826,0
108,remote,support,69.89916018647831,77.88271589412383,79.91245456225035,89.50241948277835,23.624455204185836,192.33361166162564,6217.080141947113,69.56306762262932,0
109,remote,engineering,77.0910594245699,,65.81048790153785,52.07827987539401,21.165948229361145,179.9376361825352,8733.431840645202,66.05446965601413,0
110,onsite,engineering,75.6532232296817,67.97723290264189,77.37033838139973,74.52374880859897,22.470169777588737,183.99730664509636,7801.996093850687,68.05446771854434,0
111,onsite,engineering,82.96730702576639,71.51808345102204,72.8677195695431,76.80235667670908,22.388428820581986,190.59345234998563,8265.151930778213,72.13492418145619,0
112,onsite,support,80.63208333626719,75.65059773177394,72.06299572437449,72.45989452191087,22.619289859595536,181.2845713165355,6366.908094647262,73.68751814560486,0
113,remote,support,85.86456245929872,97.57168479624937,79.3999320262165,,22.067875240146456,181.36309682741958,4870.236128160359,71.44914297046458,0
114,onsite,support,70.58257745773612,79.21359102576035,75.81947580444519,71.79632383563371,21.678407568748437,185.67835131489463,4293.57868452046,67.77573599686744,0
115,onsite,engineering,73.62652089157613,70.0664696967656,78.15749412674458,70.04668611692448,20.435196102308474,171.7554877967581,7270.111859001163,74.68913573982215,0
116,remote,support,90.79086907393467,73.27627956373776,72.36380429030899,61.44418333120245,21.785420633414397,176.31676870215384,5710.597546368579,71.32771010832694,0
117,onsite,sales,85.48664809885399,69.10330109277594,64.0386767917473,,22.334260568953688,190.63569439663863,3936.146668594126,75.65913994185482,0
118,onsite,engineering,81.0366278035991,75.87925362267045,,62.788437202926346,21.347982245280484,178.57487991968162,7204.743485551513,69.06410014203472,0
119,remote,support,67.80644469375348,83.55643871828366,,,22.826537222248824,191.2568085348381,6560.085178258599,70.85409924982613,0
120,onsite,sales,57.87349299138979,75.88129840802597,63.03894148107861,76.63673994682287,22.706775393676626,192.43065386517367,7405.567277854647,73.71825056676586,0
121,onsite,engineering,96.3151143472154,73.24262488489225,69.27475980262497,65.71206704769025,22.271539175789236,179.913461275119,6529.758744197221,74.0734145422707,0
122,onsite,sales,78.16655191086677,76.65205912976879,67.32581500568861,77.10864424438243,21.307950968308123,175.32281574580037,6883.764734675106,67.36997152584746,0
123,onsite,sales,73.39182061859965,78.78132007665748,60.74701231587757,64.18467534065218,21.234487009293872,179.10194724077365,6706.318063674746,71.9765730652995,0
124,remote,sales,62.15258300063326,,63.59724877335259,67.70019990102068,22.998025848834917,182.15485449734751,7109.226606447607,69.9712194172589,0
125,remote,support,87.08941550498587,66.33978847030893,,87.56456433673002,20.60716096070402,175.05144166720655,5069.303937784636,74.28424853991204,0
126,onsite,engineering,74.83487072429612,74.16309030701362,79.09279664860563,79.36481120930787,22.210075073677107,181.8310631521838,7453.297327854621,66.06545703409004,0
127,onsite,support,81.23879429067003,72.26994932638488,88.66875684762653,78.64082409698607,21.73074830135082,176.54977691365866,6356.542493154562,64.73554252098556,0
128,onsite,sales,69.11705112232512,71.25718171215902,66.11554332339544,67.57395570548215,21.55844117792298,172.5208990412627,5761.162865399767,73.45091837062206,0
129,onsite,engineering,75.3915148186175,,78.89338511133616,77.59211679170754,22.516066538390092,185.89786330411246,6631.580831118272,68.51004828743935,0
130,remote,support,74.6346607304601,61.949844408817015,74.93133325802353,,22.869640378603783,183.668547885774,8834.770270573772,65.25002724618622,0
131,onsite,sales,82.67603516848204,72.01920032815639,64.81487828168073,70.61137682472868,20.415730930999114,175.34676299171016,7439.684521890889,69.79638007359517,0
132,onsite,support,83.01403478124914,79.7538230019684,73.93560877735882,113.47012266371601,20.077142408977135,172.97169534917705,7967.390800689506,65.50042989818387,0
133,onsite,engineering,70.6955353166073,74.39427533515573,,80.8491309618901,22.559265371337464,178.99591735242987,8227.538739328946,63.92860675221543,0
134,onsite,engineering,77.70066291530681,72.30415651485795,73.35349156642636,73.97715336799367,22.463369540253318,183.83001395164766,9694.220107790408,65.7057377380415,0
135,onsite,sales,82.21545311155546,68.39101733283127,72.44954258538102,64.93427645743797,21.57285079656639,172.87673640791112,8384.212326430936,67.47411222286257,0
136,onsite,engineering,74.39516744779893,68.4428394461187,,73.81818059065607,19.614408378216677,172.38483905799785,10495.589160793108,66.1116749187264,0
137,onsite,support,91.42417007238072,74.30100356670602,84.00255919470345,59.61730627404792,22.448734425809096,183.1476470504574,7804.491273465317,66.53884461351709,0
138,remote,support,83.24681913560251,86.007133539014,78.89633314082435,57.538048125858666,22.634662843275763,182.5920657108811,11201.911478089689,63.41314805707117,0
139,onsite,sales,85.24252104122652,74.86485985695302,67.6578389710172,66.10290059589455,21.375863733071586,182.3204660414754,8676.15165240313,64.879200576706,0
140,remote,sales,85.39694044694052,88.25153570707491,65.59684276639379,68.63492109428762,23.753461676607877,192.215133226301,8885.284336332525,67.98614881529375,0
141,onsite,support,69.79203682125106,77.05007048820573,76.51546212159688,66.46680495566872,22.140827417229815,191.23494156513368,9407.519359233373,67.12361559490131,0
142,onsite,support,73.18653960491665,73.30615144176443,,66.3137272497407,20.467956217742508,174.24577632921694,8070.442404864891,71.43529496223931,0
143,remote,support,89.24410477476827,70.57731712681638,70.57273185453977,93.49156090279189,23.52672713245199,197.2806220586965,8827.340720539836,67.87433339114199,0
144,onsite,support,68.8622512237683,78.80687524566805,84.13843224432509,111.32206641912647,20.158156940531065,169.07813605524322,9078.618961700366,65.88863656213154,0
145,onsite,sales,77.6503541868582,,78.82715115893502,64.13833857062176,21.74876509157133,180.96633011070162,8099.057464328443,71.54109145866549,0
146,onsite,sales,77.45892320649516,75.44518548719472,77.64709628973873,67.71479843521068,21.754084149896656,187.6898291911142,9462.968733218293,64.31723239596641,0
147,onsite,engineering,76.40956742459869,,76.60176346584284,75.40853653923553,21.56072012305021,178.27348642543274,8061.153944436676,67.6964229725422,0
148,remote,sales,78.22084157590355,,61.55508921290626,74.72685714298535,24.161568436797683,205.02027301884078,7368.372039702871,66.82722508988668,0
149,remote,sales,81.21439342889232,69.46662448159805,68.80019458109385,67.31124204742245,21.653871152679258,177.22224376290583,6990.635343136889,69.9993955910247,0
150,onsite,support,76.41991550722791,82.59239739838189,,82.02954587529422,23.969465928941965,199.97548044601484,9039.213061935057,61.78304393752,0
151,remote,sales,72.41241975339412,,,,22.514705601876,186.3864781738436,8731.148938730124,64.20903588329969,0
152,remote,engineering,72.80497493682223,71.23830708435628,76.06906839992034,85.30488516713355,19.764564044238377,173.35140781590516,6159.109533314639,69.46658110629738,0
153,onsite,support,77.75303183254103,86.12698983449678,73.596919758958,78.7524802655066,21.286844904678578,173.03177510754358,6653.457243226858,72.0291088396889,0
154,remote,support,78.02231257385988,75.16164215633435,67.83313500119529,100.6748628605394,22.644680230941656,187.28867597691072,6455.643364588319,71.75549856210277,0
155,onsite,support,66.48000509126982,84.29287238588437,,74.95835248152632,20.792639199557584,176.7924294001292,9584.923780759655,63.31188026602668,0
156,onsite,sales,92.67743860615309,80.3656019049825,,77.52518469230583,20.252803189030065,165.3980893438366,9870.774068226387,64.17490996219863,1
157,remote,engineering,67.49404425467561,64.29050360782037,98.33461537780563,76.85640695181523,23.409945543496434,187.051276043218,8133.95831712638,66.69927230481801,0
158,onsite,sales,71.06706856249755,74.58966753943388,70.39873721099755,68.76725461446853,22.380198063972493,188.30511972015816,6780.139899344695,71.32020714095849,0
159,remote,engineering,65.05607468131691,94.04365011734563,56.91867868742561,88.71038220139944,20.211448188616078,174.02759685086957,8364.31452333335,67.15507646061381,0
160,onsite,engineering,78.52273875209177,77.63464456386218,64.50456474370412,56.47890639581507,20.685681668326296,182.77146486849477,10083.82334979221,63.048340012595624,0
161,onsite,engineering,65.4173317406282,73.84317867993396,56.84645637568826,73.44403239675546,23.830445609760588,196.74261966125525,7767.812282849134,67.20495718436837,0
162,remote,support,76.93028007730719,63.110425312445855,82.27961025511307,85.95282966129298,21.39114550555587,176.64546604583168,8656.091910940146,78.45795934435158,0
163,onsite,engineering,81.63757377336482,82.53167781659343,75.15658387912534,101.90585227955378,21.91732420720527,172.98930919050608,6613.049464104859,67.99213335733121,0
164,onsite,support,72.35068494305709,75.61813828308277,,83.54320969638641,21.086617878086464,174.05540898122752,5976.491831423973,72.30235425330333,0
165,onsite,engineering,75.90386523580561,67.73283479283812,59.75291303479097,,21.680512790233312,178.6588228816076,8077.321002450238,66.42048114128269,0
166,remote,engineering,87.66201547399687,66.92361218119856,,61.177403467889285,21.6400171611225,186.47366794176432,7910.607582787418,71.00525558650286,1
167,onsite,sales,81.92038296308199,79.20357612074405,66.40688596553458,,21.409378093775267,187.43088301247158,8223.024886007055,68.76990727867803,0
168,remote,engineering,83.91243443894811,98.04415534940813,85.49595751898869,68.35801776424263,21.684646598347065,183.23305621682348,4267.262618988701,72.787499674018,0
169,onsite,engineering,74.36668935575732,79.14172038289574,82.47172080374492,70.30605669395884,23.638813686586495,198.43714055503816,9323.683887452342,69.42915003726453,0
170,onsite,sales,84.77727352946776,73.5047808566658,78.67159575810884,72.05635299449528,22.77030110982074,191.7044049353447,9124.422789943716,64.06488462491029,0
171,onsite,sales,82.00689265538752,71.74928519563767,,69.82172002230794,22.237886229545445,177.6411383543446,10263.935579275276,63.79509184053495,0
172,remote,engineering,92.9681628415031,52.783335204672376,70.6436698432724,77.46438614239452,21.986539430850566,184.51310812867717,8191.422379214727,73.30337296951208,0
173,onsite,sales,82.05481959274444,79.58704035187259,72.37368310434191,63.5056308459956,26.054089373472408,198.39394351271017,9339.992112537813,63.111331627490635,0
174,onsite,support,79.3784004124471,87.19276046158146,,,22.703479422137814,192.92139261687075,3653.191320259296,76.45251706410446,0
175,remote,sales,76.36818542525225,83.91713877125648,69.92640731977863,63.01993652546616,22.86587713742543,183.74552368149122,7623.045194553635,65.21014807003866,0
176,onsite,sales,86.97370960546164,61.06764335444059,66.76251357377822,72.34296642979729,22.499351039415647,179.04373414731185,7773.620967569531,70.66762875342356,0
177,onsite,engineering,72.579476802931,79.70629092989824,69.9009306783237,80.62365249110027,22.760808693407693,178.47539955403016,5258.50907451472,72.93655021590315,0
178,onsite,engineering,83.1311195499651,75.67814519349204,74.3243648129976,61.179129356006385,23.432860535723023,188.7003392431939,7869.115625423552,66.44839034382173,0
179,onsite,engineering,63.745947969457475,75.94207492375571,81.51800273598602,,22.453545594889306,187.5979061838119,7924.666346327401,66.44693052925231,0
180,onsite,support,87.23367578736965,73.55491650827842,76.48389761199164,71.75107658537493,21.28117150984408,183.21257143061152,7948.300557944121,64.38915750448216,0
181,remote,support,81.47320256172243,88.19554688115201,85.95355420707523,109.71071058458853,20.664968486190677,168.3751380996078,9846.70293212763,62.83116291308893,0
182,onsite,sales,83.2424300459324,72.26751829044483,68.7200548576599,78.66210439734338,22.442238826475954,185.51670536054476,6727.853727535099,72.83682093591035,0
183,onsite,engineering,68.02844021291907,,,85.61700850276571,22.761899609807042,190.14432719734305,6300.491708555447,68.92308415821465,0
184,onsite,engineering,77.75105587563078,78.22765233044267,79.96409150512662,71.24895961971781,20.04808823137809,174.23914620696598,6926.072643964135,70.5726199496814,0
185,remote,support,87.6875744135612,,72.90424083872206,46.858258446695785,22.28599376559034,185.6459544888504,7218.078653432575,67.24335430505351,0
186,onsite,engineering,81.37676557800154,79.78659888004893,82.9991867241086,56.66665114529552,22.063612362639248,182.67482096845205,7759.493396911053,65.54233364738519,0
187,remote,sales,88.2486430681422,70.6649143441982,67.39139958530357,63.20471645011487,22.236172788323078,183.1095100198268,8385.773178591528,64.75485964578279,0
188,remote,engineering,73.89583038642814,,68.57002205187352,,20.551075348796605,167.89183943970755,6950.133405338666,72.05977504974263,0
189,remote,sales,80.38774585217016,77.41937522497322,,78.58382103938924,23.369657165754084,190.64903465574477,9816.375897513846,67.84943634118859,0
190,remote,support,80.6463314655628,,78.63337051453198,90.39849378340242,22.248749242427756,186.36253230221408,8725.025939933495,63.84343874727161,0
191,onsite,support,79.0905569163711,74.73934915931225,84.42532423639292,101.08860593148147,22.151606210628987,176.1558738150588,9707.568618268217,65.6485134319548,0
192,onsite,engineering,72.86266525024426,81.54808583368056,79.66958977212074,67.53336268774801,21.93932352172435,188.94010500951143,10629.204495023085,58.96975850044839,0
